datum,m01ab,m01ae,n02ba,n02be,n05b,n05c,r03,r06,year,month,month_name,quarter,day,weekday,weekday_name,hour,total_sales
2015-08-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,7,0.0
2015-08-11 08:00:00,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,8,5.0
2015-08-11 09:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,9,1.0
2015-08-11 10:00:00,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,10,4.0
2015-08-11 11:00:00,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2015,8,August,3,11,1,Tuesday,11,4.0
2015-08-11 12:00:00,0.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,2015,8,August,3,11,1,Tuesday,12,10.0
2015-08-11 13:00:00,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,13,6.0
2015-08-11 14:00:00,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,14,5.0
2015-08-11 15:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,15,1.0
2015-08-11 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,16,0.0
2015-08-11 17:00:00,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2015,8,August,3,11,1,Tuesday,17,4.0
2015-08-11 18:00:00,1.0,0.66,0.0,0.1,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,18,1.7600000000000002
2015-08-11 19:00:00,2.33,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,19,7.33
2015-08-11 20:00:00,1.0,2.0,1.4,3.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,20,7.4
2015-08-11 21:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2015,8,August,3,11,1,Tuesday,21,2.0
2015-08-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,22,0.0
2015-08-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,11,1,Tuesday,23,0.0
2015-08-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,0,0.0
2015-08-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,1,0.0
2015-08-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,2,0.0
2015-08-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,3,0.0
2015-08-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,4,0.0
2015-08-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,5,0.0
2015-08-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,6,0.0
2015-08-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,7,0.0
2015-08-12 08:00:00,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,8,3.0
2015-08-12 09:00:00,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,9,2.34
2015-08-12 10:00:00,1.33,1.0,1.0,5.2,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,10,8.530000000000001
2015-08-12 11:00:00,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2015,8,August,3,12,2,Wednesday,11,6.0
2015-08-12 12:00:00,2.0,1.0,0.0,1.0,1.5,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,12,5.5
2015-08-12 13:00:00,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,13,3.0
2015-08-12 14:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,14,3.0
2015-08-12 15:00:00,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,15,3.0
2015-08-12 16:00:00,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,16,4.0
2015-08-12 17:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,17,1.0
2015-08-12 18:00:00,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,18,1.33
2015-08-12 19:00:00,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2015,8,August,3,12,2,Wednesday,19,6.0
2015-08-12 20:00:00,1.0,1.33,1.0,3.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,20,6.33
2015-08-12 21:00:00,0.0,1.033,0.0,5.0,1.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,21,7.0329999999999995
2015-08-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,22,0.0
2015-08-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,12,2,Wednesday,23,0.0
2015-08-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,0,0.0
2015-08-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,1,0.0
2015-08-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,2,0.0
2015-08-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,3,0.0
2015-08-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,4,0.0
2015-08-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,5,0.0
2015-08-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,6,0.0
2015-08-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,7,0.0
2015-08-13 08:00:00,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2015,8,August,3,13,3,Thursday,8,4.0
2015-08-13 09:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2015,8,August,3,13,3,Thursday,9,5.0
2015-08-13 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2015,8,August,3,13,3,Thursday,10,3.0
2015-08-13 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,11,0.0
2015-08-13 12:00:00,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,12,8.0
2015-08-13 13:00:00,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,13,3.0
2015-08-13 14:00:00,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,14,3.0
2015-08-13 15:00:00,1.0,0.0,1.0,0.188,1.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,15,3.188
2015-08-13 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,16,0.0
2015-08-13 17:00:00,1.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,17,4.25
2015-08-13 18:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,18,1.0
2015-08-13 19:00:00,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,2015,8,August,3,13,3,Thursday,19,10.0
2015-08-13 20:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,20,2.0
2015-08-13 21:00:00,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,21,7.0
2015-08-13 22:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,22,1.0
2015-08-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,13,3,Thursday,23,0.0
2015-08-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,0,0.0
2015-08-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,1,0.0
2015-08-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,2,0.0
2015-08-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,3,0.0
2015-08-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,4,0.0
2015-08-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,5,0.0
2015-08-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,6,0.0
2015-08-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,7,0.0
2015-08-14 08:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,8,2.0
2015-08-14 09:00:00,1.0,0.0,1.0,2.7,0.0,0.0,1.0,1.0,2015,8,August,3,14,4,Friday,9,6.7
2015-08-14 10:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,10,1.0
2015-08-14 11:00:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,11,2.0
2015-08-14 12:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,12,1.0
2015-08-14 13:00:00,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,13,11.0
2015-08-14 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,14,0.0
2015-08-14 15:00:00,0.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,15,1.33
2015-08-14 16:00:00,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,16,2.0
2015-08-14 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2015,8,August,3,14,4,Friday,17,2.0
2015-08-14 18:00:00,0.0,2.33,0.0,0.0,0.0,0.0,0.0,1.0,2015,8,August,3,14,4,Friday,18,3.33
2015-08-14 19:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,19,2.0
2015-08-14 20:00:00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,20,3.0
2015-08-14 21:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,21,1.0
2015-08-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,22,0.0
2015-08-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,14,4,Friday,23,0.0
2015-08-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,0,0.0
2015-08-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,1,0.0
2015-08-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,2,0.0
2015-08-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,3,0.0
2015-08-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,4,0.0
2015-08-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,5,0.0
2015-08-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,6,0.0
2015-08-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,7,0.0
2015-08-15 08:00:00,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,8,7.0
2015-08-15 09:00:00,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,9,7.0
2015-08-15 10:00:00,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,10,9.0
2015-08-15 11:00:00,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,11,13.0
2015-08-15 12:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,12,2.0
2015-08-15 13:00:00,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,13,4.0
2015-08-15 14:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,14,2.0
2015-08-15 15:00:00,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,15,2.0
2015-08-15 16:00:00,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,16,5.0
2015-08-15 17:00:00,0.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,17,1.34
2015-08-15 18:00:00,0.0,1.34,0.0,2.0,0.0,1.0,0.0,1.0,2015,8,August,3,15,5,Saturday,18,5.34
2015-08-15 19:00:00,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,19,5.0
2015-08-15 20:00:00,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2015,8,August,3,15,5,Saturday,20,5.0
2015-08-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,21,0.0
2015-08-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,22,0.0
2015-08-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,15,5,Saturday,23,0.0
2015-08-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,0,0.0
2015-08-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,1,0.0
2015-08-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,2,0.0
2015-08-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,3,0.0
2015-08-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,4,0.0
2015-08-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,5,0.0
2015-08-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,6,0.0
2015-08-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,7,0.0
2015-08-16 08:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,8,1.0
2015-08-16 09:00:00,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,9,4.0
2015-08-16 10:00:00,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2015,8,August,3,16,6,Sunday,10,5.0
2015-08-16 11:00:00,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,11,3.0
2015-08-16 12:00:00,0.0,1.34,0.0,3.0,1.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,12,5.34
2015-08-16 13:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,13,1.0
2015-08-16 14:00:00,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015,8,August,3,16,6,Sunday,14,2.0
2015-08-16 15:00:00,2.0,1.33,1.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,15,7.33
2015-08-16 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,16,0.0
2015-08-16 17:00:00,0.0,0.0,0.0,1.25,0.0,1.0,0.0,0.0,2015,8,August,3,16,6,Sunday,17,2.25
2015-08-16 18:00:00,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2015,8,August,3,16,6,Sunday,18,3.0
2015-08-16 19:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,19,2.0
2015-08-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,20,0.0
2015-08-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,21,0.0
2015-08-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,22,0.0
2015-08-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,16,6,Sunday,23,0.0
2015-08-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,0,0.0
2015-08-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,1,0.0
2015-08-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,2,0.0
2015-08-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,3,0.0
2015-08-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,4,0.0
2015-08-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,5,0.0
2015-08-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,6,0.0
2015-08-17 07:00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,7,1.0
2015-08-17 08:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,8,2.0
2015-08-17 09:00:00,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,9,6.0
2015-08-17 10:00:00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,10,3.0
2015-08-17 11:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,11,1.0
2015-08-17 12:00:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,12,2.0
2015-08-17 13:00:00,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,13,10.0
2015-08-17 14:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,14,2.0
2015-08-17 15:00:00,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,15,2.0
2015-08-17 16:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,16,3.0
2015-08-17 17:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,17,2.0
2015-08-17 18:00:00,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,18,7.0
2015-08-17 19:00:00,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2015,8,August,3,17,0,Monday,19,5.0
2015-08-17 20:00:00,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,20,8.0
2015-08-17 21:00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,21,1.0
2015-08-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,22,0.0
2015-08-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,17,0,Monday,23,0.0
2015-08-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,0,0.0
2015-08-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,1,0.0
2015-08-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,2,0.0
2015-08-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,3,0.0
2015-08-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,4,0.0
2015-08-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,5,0.0
2015-08-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,6,0.0
2015-08-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,7,0.0
2015-08-18 08:00:00,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,8,3.0
2015-08-18 09:00:00,0.34,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,9,5.34
2015-08-18 10:00:00,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,10,6.0
2015-08-18 11:00:00,1.33,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,11,4.33
2015-08-18 12:00:00,1.0,0.33,0.0,0.0,2.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,12,3.33
2015-08-18 13:00:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,13,2.0
2015-08-18 14:00:00,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,14,3.0
2015-08-18 15:00:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,15,2.0
2015-08-18 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2015,8,August,3,18,1,Tuesday,16,1.0
2015-08-18 17:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,17,1.0
2015-08-18 18:00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,18,1.0
2015-08-18 19:00:00,0.0,0.34,2.0,8.0,1.0,0.0,2.0,0.0,2015,8,August,3,18,1,Tuesday,19,13.34
2015-08-18 20:00:00,1.34,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2015,8,August,3,18,1,Tuesday,20,7.34
2015-08-18 21:00:00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,21,3.0
2015-08-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,22,0.0
2015-08-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,18,1,Tuesday,23,0.0
2015-08-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,0,0.0
2015-08-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,1,0.0
2015-08-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,2,0.0
2015-08-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,3,0.0
2015-08-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,4,0.0
2015-08-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,5,0.0
2015-08-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,6,0.0
2015-08-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,7,0.0
2015-08-19 08:00:00,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,2015,8,August,3,19,2,Wednesday,8,8.0
2015-08-19 09:00:00,1.0,0.33,2.0,0.0,4.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,9,7.33
2015-08-19 10:00:00,0.0,0.0,3.0,10.0,1.0,0.0,0.0,1.0,2015,8,August,3,19,2,Wednesday,10,15.0
2015-08-19 11:00:00,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,11,9.0
2015-08-19 12:00:00,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,12,4.0
2015-08-19 13:00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,13,1.0
2015-08-19 14:00:00,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,August,3,19,2,Wednesday,14,0.33
2015-08-19 15:00:00,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2015,8,August,3,19,2,Wednesday,15,5.0
