record_id,entity_id
R0001553,E000849
R0001554,E000849
R0001555,E000850
R0001556,E000850
R0001557,E000851
R0001558,E000852
R0001559,E000852
R0001560,E000852
R0001561,E000853
R0001562,E000854
R0001563,E000854
R0001564,E000855
R0001565,E000856
R0001566,E000857
R0001567,E000857
R0001568,E000858
R0001569,E000859
R0001570,E000860
R0001571,E000860
R0001572,E000861
R0001573,E000862
R0001574,E000863
R0001575,E000864
R0001576,E000864
R0001577,E000864
R0001578,E000865
R0001579,E000865
R0001580,E000865
R0001581,E000866
R0001582,E000866
R0001583,E000867
R0001584,E000867
R0001585,E000868
R0001586,E000869
R0001587,E000869
R0001588,E000869
R0001589,E000869
R0001590,E000870
R0001591,E000870
R0001592,E000871
R0001593,E000872
R0001594,E000873
R0001595,E000874
R0001596,E000874
R0001597,E000874
R0001598,E000874
R0001599,E000875
R0001600,E000876
R0001601,E000876
R0001602,E000876
R0001603,E000877
R0001604,E000877
R0001605,E000878
R0001606,E000879
R0001607,E000879
R0001608,E000879
R0001609,E000880
R0001610,E000880
R0001611,E000881
R0001612,E000882
R0001613,E000882
R0001614,E000883
R0001615,E000883
R0001616,E000883
R0001617,E000883
R0001618,E000884
R0001619,E000884
R0001620,E000885
R0001621,E000886
R0001622,E000886
R0001623,E000887
R0001624,E000888
R0001625,E000889
R0001626,E000889
R0001627,E000890
R0001628,E000890
R0001629,E000891
R0001630,E000891
R0001631,E000892
R0001632,E000892
R0001633,E000892
R0001634,E000892
R0001635,E000893
R0001636,E000893
R0001637,E000894
R0001638,E000894
R0001639,E000895
R0001640,E000896
R0001641,E000896
R0001642,E000896
R0001643,E000897
R0001644,E000898
R0001645,E000899
R0001646,E000899
R0001647,E000899
R0001648,E000900
R0001649,E000900
R0001650,E000901
R0001651,E000901
R0001652,E000902
R0001653,E000902
R0001654,E000903
R0001655,E000904
R0001656,E000904
R0001657,E000904
R0001658,E000904
R0001659,E000905
R0001660,E000905
R0001661,E000906
R0001662,E000906
R0001663,E000907
R0001664,E000907
R0001665,E000908
R0001666,E000908
R0001667,E000909
R0001668,E000910
R0001669,E000911
R0001670,E000911
R0001671,E000912
R0001672,E000912
R0001673,E000913
R0001674,E000914
R0001675,E000915
R0001676,E000915
R0001677,E000916
R0001678,E000917
R0001679,E000918
R0001680,E000918
R0001681,E000919
R0001682,E000919
R0001683,E000919
R0001684,E000919
R0001685,E000920
R0001686,E000920
R0001687,E000921
R0001688,E000922
R0001689,E000923
R0001690,E000923
R0001691,E000924
R0001692,E000924
R0001693,E000925
R0001694,E000925
R0001695,E000925
R0001696,E000926
R0001697,E000926
R0001698,E000927
R0001699,E000927
R0001700,E000928
R0001701,E000929
R0001702,E000930
R0001703,E000931
R0001704,E000931
R0001705,E000932
R0001706,E000933
R0001707,E000933
R0001708,E000933
R0001709,E000934
R0001710,E000934
R0001711,E000935
R0001712,E000935
R0001713,E000936
R0001714,E000937
R0001715,E000937
R0001716,E000938
R0001717,E000938
R0001718,E000939
R0001719,E000939
R0001720,E000940
R0001721,E000941
R0001722,E000941
R0001723,E000942
R0001724,E000943
R0001725,E000943
R0001726,E000944
R0001727,E000944
R0001728,E000945
R0001729,E000945
R0001730,E000946
R0001731,E000946
R0001732,E000947
R0001733,E000948
R0001734,E000948
R0001735,E000949
R0001736,E000950
R0001737,E000950
R0001738,E000950
R0001739,E000950
R0001740,E000951
R0001741,E000952
R0001742,E000953
R0001743,E000953
R0001744,E000953
R0001745,E000954
R0001746,E000955
R0001747,E000955
R0001748,E000956
R0001749,E000956
R0001750,E000957
R0001751,E000958
R0001752,E000958
R0001753,E000959
R0001754,E000959
R0001755,E000960
R0001756,E000961
R0001757,E000961
R0001758,E000961
R0001759,E000962
R0001760,E000962
R0001761,E000962
R0001762,E000962
R0001763,E000963
R0001764,E000964
R0001765,E000964
R0001766,E000965
R0001767,E000966
R0001768,E000966
R0001769,E000967
R0001770,E000968
R0001771,E000968
R0001772,E000968
R0001773,E000969
R0001774,E000969
R0001775,E000970
R0001776,E000970
R0001777,E000970
R0001778,E000971
R0001779,E000972
R0001780,E000972
R0001781,E000972
R0001782,E000973
R0001783,E000973
R0001784,E000973
R0001785,E000973
R0001786,E000974
R0001787,E000974
R0001788,E000974
R0001789,E000975
R0001790,E000975
R0001791,E000976
R0001792,E000976
R0001793,E000977
R0001794,E000977
R0001795,E000978
R0001796,E000978
R0001797,E000979
R0001798,E000980
R0001799,E000980
R0001800,E000981
R0001801,E000981
R0001802,E000982
R0001803,E000982
R0001804,E000983
R0001805,E000983
R0001806,E000984
R0001807,E000984
R0001808,E000985
R0001809,E000985
R0001810,E000986
R0001811,E000987
R0001812,E000987
R0001813,E000987
R0001814,E000987
R0001815,E000988
R0001816,E000989
R0001817,E000989
R0001818,E000990
R0001819,E000990
R0001820,E000991
R0001821,E000991
R0001822,E000991
R0001823,E000991
R0001824,E000992
R0001825,E000992
R0001826,E000993
R0001827,E000993
R0001828,E000994
R0001829,E000995
R0001830,E000995
R0001831,E000996
R0001832,E000997
R0001833,E000998
R0001834,E000999
R0001835,E000999
R0001836,E000999
R0001837,E001000
R0001838,E001000
R0001839,E001000
R0001840,E001000
R0001841,E001001
R0001842,E001001
R0001843,E001002
R0001844,E001002
R0001845,E001003
R0001846,E001004
R0001847,E001004
R0001848,E001005
R0001849,E001006
R0001850,E001006
R0001851,E001007
R0001852,E001008
R0001853,E001009
R0001854,E001010
R0001855,E001010
R0001856,E001010
R0001857,E001011
R0001858,E001012
R0001859,E001012
R0001860,E001013
R0001861,E001013
R0001862,E001013
R0001863,E001014
R0001864,E001015
R0001865,E001015
R0001866,E001016
R0001867,E001017
R0001868,E001017
R0001869,E001017
R0001870,E001018
R0001871,E001019
R0001872,E001019
R0001873,E001020
R0001874,E001021
R0001875,E001022
R0001876,E001022
R0001877,E001023
R0001878,E001023
R0001879,E001024
R0001880,E001025
R0001881,E001026
R0001882,E001026
R0001883,E001027
R0001884,E001028
R0001885,E001028
R0001886,E001029
R0001887,E001029
R0001888,E001029
R0001889,E001029
R0001890,E001030
R0001891,E001030
R0001892,E001031
R0001893,E001031
R0001894,E001031
R0001895,E001031
R0001896,E001032
R0001897,E001032
R0001898,E001033
R0001899,E001033
R0001900,E001033
R0001901,E001033
R0001902,E001034
R0001903,E001035
R0001904,E001035
R0001905,E001036
R0001906,E001037
R0001907,E001037
R0001908,E001038
R0001909,E001038
R0001910,E001039
R0001911,E001039
R0001912,E001040
R0001913,E001040
R0001914,E001040
R0001915,E001040
R0001916,E001041
R0001917,E001041
R0001918,E001042
R0001919,E001043
R0001920,E001043
R0001921,E001044
R0001922,E001045
R0001923,E001045
R0001924,E001046
R0001925,E001046
R0001926,E001047
R0001927,E001048
R0001928,E001048
R0001929,E001048
R0001930,E001049
R0001931,E001049
R0001932,E001050
R0001933,E001050
R0001934,E001051
R0001935,E001051
R0001936,E001052
R0001937,E001053
R0001938,E001053
R0001939,E001054
R0001940,E001054
R0001941,E001054
R0001942,E001055
R0001943,E001055
R0001944,E001056
R0001945,E001056
R0001946,E001057
R0001947,E001058
R0001948,E001059
R0001949,E001060
R0001950,E001060
R0001951,E001060
R0001952,E001061
R0001953,E001062
R0001954,E001062
R0001955,E001063
R0001956,E001064
R0001957,E001065
R0001958,E001065
R0001959,E001065
R0001960,E001066
R0001961,E001066
R0001962,E001066
R0001963,E001066
R0001964,E001067
R0001965,E001068
R0001966,E001069
R0001967,E001069
R0001968,E001070
R0001969,E001070
R0001970,E001070
R0001971,E001071
R0001972,E001071
R0001973,E001072
R0001974,E001072
R0001975,E001073
R0001976,E001073
R0001977,E001074
R0001978,E001074
R0001979,E001075
R0001980,E001075
R0001981,E001076
R0001982,E001077
R0001983,E001077
R0001984,E001077
R0001985,E001078
R0001986,E001078
R0001987,E001078
R0001988,E001079
R0001989,E001079
R0001990,E001080
R0001991,E001080
R0001992,E001081
R0001993,E001081
R0001994,E001081
R0001995,E001082
R0001996,E001082
R0001997,E001083
R0001998,E001083
R0001999,E001084
R0002000,E001084
R0002001,E001085
R0002002,E001085
R0002003,E001086
R0002004,E001086
R0002005,E001087
R0002006,E001088
R0002007,E001088
R0002008,E001089
R0002009,E001089
R0002010,E001090
R0002011,E001091
R0002012,E001091
R0002013,E001092
R0002014,E001093
R0002015,E001093
R0002016,E001094
R0002017,E001095
R0002018,E001095
R0002019,E001096
R0002020,E001096
R0002021,E001097
R0002022,E001097
R0002023,E001097
R0002024,E001097
R0002025,E001098
R0002026,E001099
R0002027,E001099
R0002028,E001100
R0002029,E001101
R0002030,E001102
R0002031,E001102
R0002032,E001103
R0002033,E001104
R0002034,E001104
R0002035,E001105
R0002036,E001105
R0002037,E001105
R0002038,E001106
R0002039,E001106
R0002040,E001107
R0002041,E001107
R0002042,E001108
R0002043,E001109
R0002044,E001110
R0002045,E001110
R0002046,E001111
R0002047,E001111
R0002048,E001111
R0002049,E001111
R0002050,E001112
R0002051,E001113
R0002052,E001113
R0002053,E001114
R0002054,E001114
R0002055,E001115
R0002056,E001116
R0002057,E001116
R0002058,E001117
R0002059,E001117
R0002060,E001118
R0002061,E001119
R0002062,E001120
R0002063,E001120
R0002064,E001121
R0002065,E001121
R0002066,E001122
R0002067,E001122
R0002068,E001123
R0002069,E001123
R0002070,E001124
R0002071,E001125
R0002072,E001126
R0002073,E001126
R0002074,E001126
R0002075,E001127
R0002076,E001127
R0002077,E001128
R0002078,E001128
R0002079,E001128
R0002080,E001128
R0002081,E001129
R0002082,E001130
R0002083,E001131
R0002084,E001131
R0002085,E001132
R0002086,E001132
R0002087,E001132
R0002088,E001133
R0002089,E001134
R0002090,E001135
R0002091,E001135
R0002092,E001136
R0002093,E001136
R0002094,E001137
R0002095,E001138
R0002096,E001139
R0002097,E001139
R0002098,E001140
R0002099,E001140
R0002100,E001141
R0002101,E001142
R0002102,E001142
R0002103,E001143
R0002104,E001143
R0002105,E001144
R0002106,E001144
R0002107,E001145
R0002108,E001145
R0002109,E001145
R0002110,E001145
R0002111,E001146
R0002112,E001146
R0002113,E001147
R0002114,E001148
R0002115,E001149
R0002116,E001149
R0002117,E001149
R0002118,E001149
R0002119,E001150
R0002120,E001150
R0002121,E001151
R0002122,E001151
R0002123,E001152
R0002124,E001152
R0002125,E001153
R0002126,E001153
R0002127,E001154
R0002128,E001154
R0002129,E001154
R0002130,E001154
R0002131,E001155
R0002132,E001156
R0002133,E001156
R0002134,E001157
R0002135,E001157
R0002136,E001158
R0002137,E001158
R0002138,E001158
R0002139,E001158
R0002140,E001159
R0002141,E001159
R0002142,E001160
R0002143,E001160
R0002144,E001161
R0002145,E001162
R0002146,E001162
R0002147,E001163
R0002148,E001164
R0002149,E001164
R0002150,E001165
R0002151,E001166
R0002152,E001167
R0002153,E001167
R0002154,E001168
R0002155,E001168
R0002156,E001169
R0002157,E001169
R0002158,E001170
R0002159,E001170
R0002160,E001171
R0002161,E001171
R0002162,E001171
R0002163,E001172
R0002164,E001173
R0002165,E001173
R0002166,E001173
R0002167,E001173
R0002168,E001174
R0002169,E001174
R0002170,E001175
R0002171,E001176
R0002172,E001177
R0002173,E001178
R0002174,E001178
R0002175,E001179
R0002176,E001179
R0002177,E001180
R0002178,E001180
R0002179,E001181
R0002180,E001181
R0002181,E001182
R0002182,E001182
R0002183,E001183
R0002184,E001184
R0002185,E001184
R0002186,E001185
R0002187,E001185
R0002188,E001185
R0002189,E001186
R0002190,E001186
R0002191,E001187
R0002192,E001187
R0002193,E001187
R0002194,E001188
R0002195,E001189
R0002196,E001189
R0002197,E001189
R0002198,E001189
R0002199,E001190
R0002200,E001190
R0002201,E001191
R0002202,E001192
R0002203,E001192
R0002204,E001193
R0002205,E001193
R0002206,E001194
R0002207,E001194
R0002208,E001194
R0002209,E001195
R0002210,E001195
R0002211,E001196
R0002212,E001196
R0002213,E001196
R0002214,E001196
R0002215,E001197
R0002216,E001197
R0002217,E001198
R0002218,E001198
R0002219,E001199
R0002220,E001199
R0002221,E001200
R0002222,E001201
R0002223,E001202
R0002224,E001203
R0002225,E001203
R0002226,E001204
R0002227,E001205
R0002228,E001205
R0002229,E001206
R0002230,E001207
R0002231,E001207
R0002232,E001208
R0002233,E001208
R0002234,E001209
R0002235,E001209
R0002236,E001210
R0002237,E001210
R0002238,E001210
R0002239,E001211
R0002240,E001211
R0002241,E001212
R0002242,E001213
R0002243,E001213
R0002244,E001214
R0002245,E001214
R0002246,E001215
R0002247,E001215
R0002248,E001216
R0002249,E001216
R0002250,E001217
R0002251,E001218
R0002252,E001219
R0002253,E001219
R0002254,E001220
R0002255,E001221
R0002256,E001222
R0002257,E001223
R0002258,E001223
R0002259,E001224
R0002260,E001225
R0002261,E001226
R0002262,E001226
R0002263,E001227
R0002264,E001228
R0002265,E001229
R0002266,E001230
R0002267,E001230
R0002268,E001231
R0002269,E001231
R0002270,E001232
R0002271,E001233
R0002272,E001233
R0002273,E001233
R0002274,E001233
R0002275,E001234
R0002276,E001235
R0002277,E001235
R0002278,E001236
R0002279,E001237
R0002280,E001237
R0002281,E001238
R0002282,E001238
R0002283,E001238
R0002284,E001239
R0002285,E001239
R0002286,E001240
R0002287,E001240
R0002288,E001241
R0002289,E001241
R0002290,E001241
R0002291,E001242
R0002292,E001242
R0002293,E001243
R0002294,E001244
R0002295,E001245
R0002296,E001245
R0002297,E001246
R0002298,E001246
R0002299,E001247
R0002300,E001248
R0002301,E001248
R0002302,E001249
R0002303,E001249
R0002304,E001250
R0002305,E001251
R0002306,E001251
R0002307,E001252
R0002308,E001252
R0002309,E001253
R0002310,E001253
R0002311,E001254
R0002312,E001255
R0002313,E001256
R0002314,E001256
R0002315,E001257
R0002316,E001257
R0002317,E001258
R0002318,E001258
R0002319,E001259
R0002320,E001259
R0002321,E001259
R0002322,E001260
R0002323,E001261
R0002324,E001262
R0002325,E001262
R0002326,E001262
R0002327,E001262
R0002328,E001263
R0002329,E001263
R0002330,E001264
R0002331,E001264
R0002332,E001264
R0002333,E001265
R0002334,E001265
R0002335,E001266
R0002336,E001267
R0002337,E001268
R0002338,E001268
R0002339,E001269
R0002340,E001269
R0002341,E001270
R0002342,E001270
R0002343,E001270
R0002344,E001271
R0002345,E001272
R0002346,E001272
R0002347,E001273
R0002348,E001273
R0002349,E001274
R0002350,E001275
R0002351,E001275
R0002352,E001276
R0002353,E001276
R0002354,E001276
R0002355,E001276
R0002356,E001277
R0002357,E001278
R0002358,E001278
R0002359,E001278
R0002360,E001278
R0002361,E001279
R0002362,E001279
R0002363,E001279
R0002364,E001280
R0002365,E001280
R0002366,E001281
R0002367,E001281
R0002368,E001281
R0002369,E001282
R0002370,E001283
R0002371,E001284
R0002372,E001284
R0002373,E001285
R0002374,E001286
R0002375,E001287
R0002376,E001287
R0002377,E001288
R0002378,E001289
R0002379,E001290
R0002380,E001290
R0002381,E001291
R0002382,E001291
R0002383,E001292
R0002384,E001292
R0002385,E001293
R0002386,E001293
R0002387,E001294
R0002388,E001294
R0002389,E001295
R0002390,E001295
R0002391,E001296
R0002392,E001296
R0002393,E001297
R0002394,E001298
R0002395,E001298
R0002396,E001299
R0002397,E001300
R0002398,E001300
R0002399,E001301
R0002400,E001301
R0002401,E001302
R0002402,E001302
R0002403,E001303
R0002404,E001304
R0002405,E001304
R0002406,E001305
R0002407,E001306
R0002408,E001306
R0002409,E001307
R0002410,E001308
R0002411,E001309
R0002412,E001309
R0002413,E001309
R0002414,E001309
R0002415,E001310
R0002416,E001310
R0002417,E001311
R0002418,E001312
R0002419,E001312
R0002420,E001313
R0002421,E001313
R0002422,E001314
R0002423,E001314
R0002424,E001314
R0002425,E001315
R0002426,E001315
R0002427,E001316
R0002428,E001317
R0002429,E001318
R0002430,E001318
R0002431,E001319
R0002432,E001319
R0002433,E001320
R0002434,E001320
R0002435,E001320
R0002436,E001321
R0002437,E001321
R0002438,E001322
R0002439,E001322
R0002440,E001323
R0002441,E001323
R0002442,E001324
R0002443,E001325
R0002444,E001326
R0002445,E001327
R0002446,E001327
R0002447,E001327
R0002448,E001328
R0002449,E001328
R0002450,E001329
R0002451,E001329
R0002452,E001330
R0002453,E001330
R0002454,E001331
R0002455,E001331
R0002456,E001332
R0002457,E001332
R0002458,E001333
R0002459,E001334
R0002460,E001334
R0002461,E001335
R0002462,E001335
R0002463,E001336
R0002464,E001336
R0002465,E001337
R0002466,E001337
R0002467,E001338
R0002468,E001338
R0002469,E001339
R0002470,E001340
R0002471,E001340
R0002472,E001341
R0002473,E001342
R0002474,E001342
R0002475,E001343
R0002476,E001343
R0002477,E001344
R0002478,E001344
R0002479,E001345
R0002480,E001345
R0002481,E001345
R0002482,E001345
R0002483,E001346
R0002484,E001346
R0002485,E001347
R0002486,E001348
R0002487,E001348
R0002488,E001349
R0002489,E001350
R0002490,E001350
R0002491,E001351
R0002492,E001351
R0002493,E001352
R0002494,E001352
R0002495,E001353
R0002496,E001354
R0002497,E001355
R0002498,E001355
R0002499,E001356
R0002500,E001356
R0002501,E001357
R0002502,E001357
R0002503,E001358
R0002504,E001358
R0002505,E001359
R0002506,E001359
R0002507,E001360
R0002508,E001361
R0002509,E001361
R0002510,E001362
R0002511,E001363
R0002512,E001363
R0002513,E001364
R0002514,E001364
R0002515,E001365
R0002516,E001366
R0002517,E001366
R0002518,E001366
R0002519,E001367
R0002520,E001367
R0002521,E001368
R0002522,E001369
R0002523,E001369
R0002524,E001370
R0002525,E001371
R0002526,E001372
R0002527,E001372
R0002528,E001373
R0002529,E001374
R0002530,E001375
R0002531,E001376
R0002532,E001376
R0002533,E001377
R0002534,E001377
R0002535,E001378
R0002536,E001379
R0002537,E001379
R0002538,E001379
R0002539,E001380
R0002540,E001380
R0002541,E001381
R0002542,E001381
R0002543,E001382
R0002544,E001383
R0002545,E001384
R0002546,E001384
R0002547,E001385
R0002548,E001385
R0002549,E001386
R0002550,E001386
R0002551,E001386
R0002552,E001387
R0002553,E001387
R0002554,E001388
R0002555,E001389
R0002556,E001390
R0002557,E001390
R0002558,E001391
R0002559,E001391
R0002560,E001392
R0002561,E001393
R0002562,E001393
R0002563,E001393
R0002564,E001393
R0002565,E001394
R0002566,E001394
R0002567,E001395
R0002568,E001395
R0002569,E001396
R0002570,E001396
R0002571,E001397
R0002572,E001398
R0002573,E001398
R0002574,E001398
R0002575,E001398
R0002576,E001399
R0002577,E001400
R0002578,E001401
R0002579,E001402
R0002580,E001403
R0002581,E001403
R0002582,E001404
R0002583,E001405
R0002584,E001406
R0002585,E001407
R0002586,E001408
R0002587,E001409
R0002588,E001410
R0002589,E001411
R0002590,E001412
R0002591,E001412
R0002592,E001413
R0002593,E001413
R0002594,E001414
R0002595,E001415
R0002596,E001415
R0002597,E001415
R0002598,E001415
R0002599,E001416
R0002600,E001417
R0002601,E001418
R0002602,E001419
R0002603,E001419
R0002604,E001420
R0002605,E001420
R0002606,E001421
R0002607,E001421
R0002608,E001422
R0002609,E001423
R0002610,E001423
R0002611,E001424
R0002612,E001424
R0002613,E001424
R0002614,E001425
R0002615,E001426
R0002616,E001426
R0002617,E001427
R0002618,E001427
R0002619,E001428
R0002620,E001429
R0002621,E001429
R0002622,E001430
R0002623,E001430
R0002624,E001430
R0002625,E001431
R0002626,E001431
R0002627,E001432
R0002628,E001432
R0002629,E001432
R0002630,E001432
R0002631,E001433
R0002632,E001434
R0002633,E001435
R0002634,E001435
R0002635,E001436
R0002636,E001437
R0002637,E001438
R0002638,E001438
R0002639,E001439
R0002640,E001439
R0002641,E001440
R0002642,E001440
R0002643,E001441
R0002644,E001442
R0002645,E001442
R0002646,E001443
R0002647,E001444
R0002648,E001445
R0002649,E001445
R0002650,E001445
R0002651,E001446
R0002652,E001446
R0002653,E001447
R0002654,E001447
R0002655,E001448
R0002656,E001448
R0002657,E001449
R0002658,E001449
R0002659,E001449
R0002660,E001450
R0002661,E001450
R0002662,E001451
R0002663,E001452
R0002664,E001452
R0002665,E001453
R0002666,E001453
R0002667,E001454
R0002668,E001455
R0002669,E001456
R0002670,E001456
R0002671,E001457
R0002672,E001457
R0002673,E001458
R0002674,E001459
R0002675,E001459
R0002676,E001460
R0002677,E001461
R0002678,E001461
R0002679,E001462
R0002680,E001463
R0002681,E001463
R0002682,E001464
R0002683,E001465
R0002684,E001466
R0002685,E001466
R0002686,E001467
R0002687,E001467
R0002688,E001468
R0002689,E001468
R0002690,E001469
R0002691,E001470
R0002692,E001470
R0002693,E001471
R0002694,E001471
R0002695,E001471
R0002696,E001471
R0002697,E001472
R0002698,E001472
R0002699,E001473
R0002700,E001474
R0002701,E001474
R0002702,E001475
R0002703,E001475
R0002704,E001476
R0002705,E001477
R0002706,E001477
R0002707,E001477
R0002708,E001477
R0002709,E001478
R0002710,E001478
R0002711,E001479
R0002712,E001480
R0002713,E001480
R0002714,E001481
R0002715,E001482
R0002716,E001482
R0002717,E001483
R0002718,E001483
R0002719,E001484
R0002720,E001485
R0002721,E001485
R0002722,E001486
R0002723,E001486
R0002724,E001486
R0002725,E001487
R0002726,E001487
R0002727,E001488
R0002728,E001488
R0002729,E001489
R0002730,E001489
R0002731,E001490
R0002732,E001491
R0002733,E001491
R0002734,E001492
R0002735,E001493
R0002736,E001494
R0002737,E001494
R0002738,E001494
R0002739,E001495
R0002740,E001496
R0002741,E001497
R0002742,E001497
R0002743,E001498
R0002744,E001498
R0002745,E001499
R0002746,E001499
R0002747,E001500
R0002748,E001501
R0002749,E001501
R0002750,E001502
R0002751,E001503
R0002752,E001504
R0002753,E001504
R0002754,E001504
R0002755,E001505
R0002756,E001506
R0002757,E001506
R0002758,E001507
R0002759,E001508
R0002760,E001509
R0002761,E001509
R0002762,E001510
R0002763,E001511
R0002764,E001511
R0002765,E001512
R0002766,E001513
R0002767,E001513
R0002768,E001514
R0002769,E001514
R0002770,E001515
R0002771,E001515
R0002772,E001515
R0002773,E001516
R0002774,E001516
R0002775,E001517
R0002776,E001517
R0002777,E001518
R0002778,E001519
R0002779,E001520
R0002780,E001520
R0002781,E001521
R0002782,E001521
R0002783,E001522
R0002784,E001523
R0002785,E001523
R0002786,E001524
R0002787,E001525
R0002788,E001525
R0002789,E001526
R0002790,E001527
R0002791,E001527
R0002792,E001528
R0002793,E001528
R0002794,E001529
R0002795,E001529
R0002796,E001530
R0002797,E001531
R0002798,E001531
R0002799,E001532
R0002800,E001533
R0002801,E001533
R0002802,E001534
R0002803,E001534
R0002804,E001535
R0002805,E001535
R0002806,E001536
R0002807,E001537
R0002808,E001538
R0002809,E001538
R0002810,E001539
R0002811,E001540
R0002812,E001541
R0002813,E001542
R0002814,E001542
R0002815,E001543
R0002816,E001543
R0002817,E001544
R0002818,E001544
R0002819,E001544
R0002820,E001544
R0002821,E001545
R0002822,E001545
R0002823,E001546
R0002824,E001546
R0002825,E001547
R0002826,E001547
R0002827,E001548
R0002828,E001548
R0002829,E001549
R0002830,E001549
R0002831,E001549
R0002832,E001550
R0002833,E001550
R0002834,E001551
R0002835,E001551
R0002836,E001552
R0002837,E001552
R0002838,E001553
R0002839,E001553
R0002840,E001554
R0002841,E001555
R0002842,E001555
R0002843,E001556
R0002844,E001556
R0002845,E001557
R0002846,E001558
R0002847,E001558
R0002848,E001559
R0002849,E001559
R0002850,E001560
R0002851,E001561
R0002852,E001561
R0002853,E001562
R0002854,E001562
R0002855,E001563
R0002856,E001563
R0002857,E001564
R0002858,E001564
R0002859,E001565
R0002860,E001566
R0002861,E001566
R0002862,E001567
R0002863,E001567
R0002864,E001568
R0002865,E001569
R0002866,E001570
R0002867,E001570
R0002868,E001571
R0002869,E001572
R0002870,E001573
R0002871,E001574
R0002872,E001574
R0002873,E001575
R0002874,E001575
R0002875,E001576
R0002876,E001576
R0002877,E001577
R0002878,E001577
R0002879,E001578
R0002880,E001578
R0002881,E001579
R0002882,E001579
R0002883,E001579
R0002884,E001580
R0002885,E001580
R0002886,E001581
R0002887,E001581
R0002888,E001582
R0002889,E001583
R0002890,E001583
R0002891,E001584
R0002892,E001585
R0002893,E001586
R0002894,E001587
R0002895,E001587
R0002896,E001588
R0002897,E001588
R0002898,E001589
R0002899,E001590
R0002900,E001591
R0002901,E001591
R0002902,E001592
R0002903,E001592
R0002904,E001592
R0002905,E001592
R0002906,E001593
R0002907,E001593
R0002908,E001593
R0002909,E001593
R0002910,E001594
R0002911,E001595
R0002912,E001596
R0002913,E001596
R0002914,E001597
R0002915,E001597
R0002916,E001598
R0002917,E001598
R0002918,E001599
R0002919,E001599
R0002920,E001600
R0002921,E001600
R0002922,E001601
R0002923,E001601
R0002924,E001602
R0002925,E001602
R0002926,E001603
R0002927,E001604
R0002928,E001605
R0002929,E001606
R0002930,E001607
R0002931,E001607
R0002932,E001608
R0002933,E001609
R0002934,E001609
R0002935,E001610
R0002936,E001611
R0002937,E001611
R0002938,E001612
R0002939,E001612
R0002940,E001613
R0002941,E001613
R0002942,E001614
R0002943,E001615
R0002944,E001616
R0002945,E001616
R0002946,E001617
R0002947,E001617
R0002948,E001618
R0002949,E001619
R0002950,E001619
R0002951,E001620
R0002952,E001620
R0002953,E001621
R0002954,E001621
R0002955,E001622
R0002956,E001622
R0002957,E001623
R0002958,E001623
R0002959,E001623
R0002960,E001624
R0002961,E001624
R0002962,E001625
R0002963,E001625
R0002964,E001626
R0002965,E001627
R0002966,E001627
R0002967,E001628
R0002968,E001629
R0002969,E001630
R0002970,E001631
R0002971,E001631
R0002972,E001632
R0002973,E001633
R0002974,E001633
R0002975,E001634
R0002976,E001634
R0002977,E001635
R0002978,E001636
R0002979,E001636
R0002980,E001637
R0002981,E001637
R0002982,E001638
R0002983,E001639
R0002984,E001639
R0002985,E001640
R0002986,E001641
R0002987,E001641
R0002988,E001642
R0002989,E001643
R0002990,E001644
R0002991,E001644
R0002992,E001645
R0002993,E001645
R0002994,E001645
R0002995,E001646
R0002996,E001647
R0002997,E001648
R0002998,E001648
R0002999,E001649
R0003000,E001649
R0003001,E001650
R0003002,E001651
R0003003,E001652
R0003004,E001652
R0003005,E001653
R0003006,E001654
R0003007,E001654
R0003008,E001654
R0003009,E001655
R0003010,E001655
R0003011,E001656
R0003012,E001657
R0003013,E001658
R0003014,E001659
R0003015,E001660
R0003016,E001660
R0003017,E001661
R0003018,E001661
R0003019,E001662
R0003020,E001663
R0003021,E001663
R0003022,E001664
R0003023,E001664
R0003024,E001665
R0003025,E001665
R0003026,E001666
R0003027,E001667
R0003028,E001667
R0003029,E001668
R0003030,E001668
R0003031,E001668
R0003032,E001669
R0003033,E001669
R0003034,E001670
R0003035,E001671
R0003036,E001671
R0003037,E001672
R0003038,E001672
R0003039,E001673
R0003040,E001674
R0003041,E001674
R0003042,E001675
R0003043,E001676
R0003044,E001677
R0003045,E001677
R0003046,E001678
R0003047,E001678
R0003048,E001678
R0003049,E001678
R0003050,E001679
R0003051,E001679
R0003052,E001680
R0003053,E001680
R0003054,E001680
R0003055,E001681
R0003056,E001682
R0003057,E001682
R0003058,E001683
R0003059,E001683
R0003060,E001684
R0003061,E001684
R0003062,E001684
R0003063,E001685
R0003064,E001685
R0003065,E001686
R0003066,E001687
R0003067,E001688
R0003068,E001688
R0003069,E001688
R0003070,E001689
R0003071,E001689
R0003072,E001689
R0003073,E001689
R0003074,E001690
R0003075,E001690
R0003076,E001691
R0003077,E001691
R0003078,E001692
R0003079,E001693
R0003080,E001693
R0003081,E001694
R0003082,E001694
R0003083,E001695
R0003084,E001696
R0003085,E001697
R0003086,E001698
R0003087,E001699
R0003088,E001699
R0003089,E001700
R0003090,E001700
R0003091,E001700
R0003092,E001701
R0003093,E001701
R0003094,E001702
R0003095,E001702
R0003096,E001703
R0003097,E001704
R0003098,E001705
R0003099,E001706
R0003100,E001706
R0003101,E001707
R0003102,E001708
R0003103,E001708
R0003104,E001709
R0003105,E001709
R0003106,E001710
