i,j,score,accepted,guard_dropped
787,6168,0.9982452686441156,True,False
787,6394,0.9982452686441156,True,False
789,2407,0.9987516343887362,True,False
789,2760,0.9978563561645535,True,False
790,7354,0.9966903738660419,True,False
792,2235,0.9972048444955496,True,False
794,1351,0.9976962095979076,True,False
795,4110,0.9987516343887362,True,False
796,6664,0.9976962095979076,True,False
797,5835,0.9978563561645535,True,False
798,865,0.9956300099634801,True,False
800,2546,0.9987516343887362,True,False
801,2382,0.9934753990350542,True,False
801,7103,0.9934753990350542,True,False
802,4754,0.9955425575166709,True,False
804,4530,0.9987516343887362,True,False
806,3768,0.9987516343887362,True,False
808,4757,0.9966903738660419,True,False
810,6167,0.9953097333751223,True,False
811,4328,0.9975340164615294,True,False
812,1706,0.9987516343887362,True,False
813,1159,0.9987516343887362,True,False
814,3504,0.9987516343887362,True,False
815,5714,0.9950648084917336,True,False
816,6510,0.9987516343887362,True,False
818,2549,0.9975340164615294,True,False
818,4337,0.9975340164615294,True,False
818,6958,0.9975340164615294,True,False
819,7311,0.9987516343887362,True,False
821,1811,0.9953097333751223,True,False
821,5542,0.9953097333751223,True,False
821,5834,0.9939511732868848,True,False
822,6259,0.9987516343887362,True,False
822,6617,0.9987516343887362,True,False
823,7036,0.9987516343887362,True,False
825,3509,0.9978209634883989,True,False
825,5126,0.9987516343887362,True,False
825,5305,0.9958128395225163,True,False
826,2630,0.9987516343887362,True,False
827,2020,0.9983884245508575,True,False
828,1826,0.9983505803534152,True,False
830,2360,0.995506930508393,True,False
832,2123,0.9987516343887362,True,False
833,1330,0.9966903738660419,True,False
834,1378,0.9987516343887362,True,False
834,2518,0.9966903738660419,True,False
834,6050,0.9951999406776808,True,False
835,1049,0.8224068652638832,True,False
835,2558,0.9987516343887362,True,False
835,3275,0.9979749008420777,True,False
836,5869,0.8085349400690662,True,False
837,2088,0.9981689989681672,True,False
837,5159,0.9981689989681672,True,False
838,1746,0.9983884245508575,True,False
839,7128,0.9970570100901925,True,False
840,2621,0.9987516343887362,True,False
840,6867,0.9979749008420777,True,False
842,2381,0.9987516343887362,True,False
844,3760,0.9951999406776808,True,False
846,6489,0.9972048444955496,True,False
847,4935,0.9966903738660419,True,False
848,1565,0.9934753990350542,True,False
848,3992,0.9737445694382172,True,False
848,6455,0.9934753990350542,True,False
849,3693,0.9966903738660419,True,False
849,5989,0.996535470187147,True,False
849,6207,0.996535470187147,True,False
850,5653,0.9950648084917336,True,False
851,1153,0.9238373457872029,True,False
851,2440,0.9987516343887362,True,False
851,5003,0.9987516343887362,True,False
853,1901,0.9987516343887362,True,False
853,2290,0.9987516343887362,True,False
853,7313,0.9956300099634801,True,False
854,5545,0.9987516343887362,True,False
855,4005,0.9950648084917336,True,False
855,5117,0.9983039944199337,True,False
855,6284,0.9966903738660419,True,False
856,2476,0.9966903738660419,True,False
859,2399,0.8288667144097164,True,False
860,4220,0.9939029047180966,True,False
861,3878,0.9966903738660419,True,False
861,3879,0.9983884245508575,True,False
861,3904,0.9987516343887362,True,False
862,2821,0.9987516343887362,True,False
866,1666,0.9983505803534152,True,False
866,6276,0.9975340164615294,True,False
867,5882,0.9966903738660419,True,False
869,4494,0.9987516343887362,True,False
870,2282,0.9943252407018788,True,False
870,4482,0.9950648084917336,True,False
870,4527,0.9987516343887362,True,False
871,1092,0.9975340164615294,True,False
871,1656,0.9934753990350542,True,False
871,4217,0.8142609970643555,True,False
872,3027,0.8474468118784135,True,False
874,1509,0.995506930508393,True,False
875,1890,0.9951999406776808,True,False
875,4325,0.9987516343887362,True,False
875,4947,0.9951999406776808,True,False
878,5734,0.9983505803534152,True,False
879,2189,0.9953097333751223,True,False
880,2230,0.9987516343887362,True,False
881,3752,0.9966903738660419,True,False
881,4060,0.9966903738660419,True,False
881,5318,0.9966903738660419,True,False
883,2496,0.9974686442784303,True,False
885,3216,0.9987516343887362,True,False
886,5472,0.9946380086980074,True,False
887,957,0.7606283741987108,True,False
889,3661,0.9943252407018788,True,False
889,4206,0.9966903738660419,True,False
889,6962,0.9943252407018788,True,False
890,4525,0.9979749008420777,True,False
890,5268,0.9946380086980074,True,False
891,5332,0.9966903738660419,True,False
891,7486,0.9958825633451195,True,False
892,1886,0.9979749008420777,True,False
893,2575,0.9953097333751223,True,False
893,2994,0.8474468118784135,True,False
893,4406,0.8643398147587446,True,False
894,4162,0.9976962095979076,True,False
895,3747,0.9987516343887362,True,False
896,3311,0.9975340164615294,True,False
901,1497,0.9908484813446168,True,False
902,1250,0.8424928871536954,True,False
904,1376,0.9943252407018788,True,False
905,2852,0.9987516343887362,True,False
906,3913,0.9987516343887362,True,False
907,2432,0.9966903738660419,True,False
908,3154,0.9934753990350542,True,False
908,7076,0.9966903738660419,True,False
910,2814,0.9987516343887362,True,False
911,6636,0.9984197686403924,True,False
912,2624,0.9987516343887362,True,False
912,5038,0.9873485260609695,True,False
912,6048,0.9975340164615294,True,False
913,2031,0.9987516343887362,True,False
914,1878,0.9966903738660419,True,False
916,6834,0.9975340164615294,True,False
918,4700,0.9982452686441156,True,False
920,3836,0.9987516343887362,True,False
921,3320,0.995150381172694,True,False
923,3817,0.9966903738660419,True,False
923,7035,0.9973151677640237,True,False
926,1145,0.7593517692056968,True,False
926,2302,0.9976962095979076,True,False
926,2510,0.9976962095979076,True,False
926,5393,0.83333672104099,True,False
927,3157,0.9966903738660419,True,False
928,2752,0.9987516343887362,True,False
928,6314,0.9987516343887362,True,False
929,4869,0.9966903738660419,True,False
929,5298,0.9966903738660419,True,False
929,5592,0.9959420546467269,True,False
931,2096,0.9984461500974169,True,False
933,7100,0.9920828818225981,True,False
934,5282,0.9966903738660419,True,False
935,5499,0.9979749008420777,True,False
936,5025,0.9987516343887362,True,False
937,1519,0.9983505803534152,True,False
941,6698,0.9939029047180966,True,False
943,2614,0.9975340164615294,True,False
944,2722,0.7560105898935695,True,False
944,3151,0.8037534054523211,True,False
944,7010,0.7560105898935695,True,False
945,1597,0.9987516343887362,True,False
946,6155,0.9987516343887362,True,False
946,6577,0.9978209634883989,True,False
948,6581,0.9987516343887362,True,False
950,4070,0.9987516343887362,True,False
951,4093,0.801851178184263,True,False
951,6897,0.801851178184263,True,False
952,2321,0.9984461500974169,True,False
953,2960,0.9987516343887362,True,False
958,3087,0.9983884245508575,True,False
958,5161,0.9983884245508575,True,False
959,1461,0.9984461500974169,True,False
960,5974,0.7686309465579456,True,False
961,7381,0.995400680151444,True,False
962,7495,0.9987516343887362,True,False
963,5048,0.9950648084917336,True,False
965,6502,0.9982452686441156,True,False
966,6759,0.9983884245508575,True,False
967,4721,0.8474468118784135,True,False
970,1590,0.9987516343887362,True,False
970,3780,0.9951999406776808,True,False
971,3983,0.9987516343887362,True,False
972,2641,0.9966903738660419,True,False
974,5059,0.9955425575166709,True,False
975,4957,0.9987516343887362,True,False
978,6606,0.9987516343887362,True,False
979,2408,0.9966903738660419,True,False
980,1294,0.9987516343887362,True,False
982,5349,0.9970570100901925,True,False
983,3158,0.9983505803534152,True,False
984,2551,0.9966903738660419,True,False
985,2552,0.9987516343887362,True,False
986,5607,0.9987516343887362,True,False
987,2591,0.9987516343887362,True,False
989,1916,0.9966903738660419,True,False
990,3326,0.9957300078086366,True,False
991,1193,0.9987516343887362,True,False
991,2895,0.9987516343887362,True,False
991,6629,0.996535470187147,True,False
992,3282,0.9946380086980074,True,False
994,5078,0.9987516343887362,True,False
995,3687,0.9987516343887362,True,False
996,4335,0.9966903738660419,True,False
996,6384,0.9873485260609695,True,False
998,3036,0.9972048444955496,True,False
999,3306,0.9939029047180966,True,False
1000,6176,0.9987516343887362,True,False
1000,7047,0.9987516343887362,True,False
1001,5277,0.9984197686403924,True,False
1002,2201,0.9970051010599466,True,False
1003,1040,0.9987516343887362,True,False
1003,1062,0.9987516343887362,True,False
1004,2763,0.9979749008420777,True,False
1004,6134,0.9979749008420777,True,False
1005,1110,0.9973151677640237,True,False
1005,1790,0.9973151677640237,True,False
1007,6217,0.9987516343887362,True,False
1008,1577,0.9987516343887362,True,False
1008,4200,0.9926957433296217,True,False
1008,6499,0.9987516343887362,True,False
1011,5096,0.9966903738660419,True,False
1016,4663,0.8142609970643555,True,False
1016,5667,0.9934753990350542,True,False
1016,6538,0.9966903738660419,True,False
1017,6997,0.9987516343887362,True,False
1018,3850,0.9975340164615294,True,False
1020,2781,0.9966903738660419,True,False
1022,1911,0.9976962095979076,True,False
1023,2212,0.7637132075244999,True,False
1023,2243,0.7637132075244999,True,False
1024,4490,0.9975340164615294,True,False
1025,5720,0.9987516343887362,True,False
1025,5759,0.996535470187147,True,False
1028,2322,0.9966903738660419,True,False
1028,7321,0.9934753990350542,True,False
1029,3931,0.9957300078086366,True,False
1030,1594,0.9987516343887362,True,False
1031,3610,0.9978563561645535,True,False
1032,4171,0.9966903738660419,True,False
1032,6775,0.9966903738660419,True,False
1033,6485,0.9987516343887362,True,False
1034,5576,0.9987516343887362,True,False
1034,6754,0.9987516343887362,True,False
1035,6942,0.9956300099634801,True,False
1036,4636,0.9926084766360521,True,False
1036,6202,0.9983884245508575,True,False
1037,5801,0.9979197595370883,True,False
1039,1182,0.9979197595370883,True,False
1040,1062,0.9987516343887362,True,False
1041,1089,0.9979749008420777,True,False
1041,1157,0.9987516343887362,True,False
1045,6239,0.9948785963092984,True,False
1046,4182,0.9953097333751223,True,False
1047,5461,0.9987516343887362,True,False
1047,7089,0.9975340164615294,True,False
1048,4962,0.9951999406776808,True,False
1049,1194,0.9976962095979076,True,False
1049,2558,0.8224068652638832,True,False
1049,2598,0.9976962095979076,True,False
1049,3275,0.7518957691791132,True,False
1050,3293,0.9972379959967447,True,False
1051,1408,0.8142609970643555,True,False
1051,2005,0.996535470187147,True,False
1051,6769,0.996535470187147,True,False
1052,6650,0.9979749008420777,True,False
1053,2515,0.996535470187147,True,False
1054,2651,0.9987516343887362,True,False
1055,3748,0.8256011655645904,True,False
1055,5385,0.9958825633451195,True,False
1056,7490,0.9987516343887362,True,False
1057,3086,0.9978563561645535,True,False
1059,1066,0.9987516343887362,True,False
1060,6525,0.9966903738660419,True,False
1064,4930,0.9966903738660419,True,False
1068,2489,0.9966903738660419,True,False
1068,4237,0.9987516343887362,True,False
1070,4351,0.9987516343887362,True,False
1073,7183,0.9957300078086366,True,False
1075,1120,0.9966903738660419,True,False
1076,2240,0.9953097333751223,True,False
1077,1470,0.9987516343887362,True,False
1078,4378,0.8474468118784135,True,False
1079,2076,0.9987516343887362,True,False
1079,6624,0.9987516343887362,True,False
1080,5458,0.9939511732868848,True,False
1082,1789,0.9983884245508575,True,False
1082,6737,0.9987516343887362,True,False
1083,3252,0.9883869474072962,True,False
1084,3191,0.9975340164615294,True,False
1085,5874,0.9983039944199337,True,False
1086,1322,0.9979749008420777,True,False
1086,7222,0.9979749008420777,True,False
1087,7169,0.9934753990350542,True,False
1087,7471,0.9987516343887362,True,False
1088,2670,0.9987516343887362,True,False
1089,1157,0.9979749008420777,True,False
1091,3680,0.9943252407018788,True,False
1091,7469,0.9766521302079407,True,False
1092,1656,0.9956300099634801,True,False
1093,3900,0.9955425575166709,True,False
1093,5797,0.9914566014757643,True,False
1094,1981,0.9873485260609695,True,False
1095,3280,0.9976962095979076,True,False
1095,5317,0.9976962095979076,True,False
1095,6285,0.9987516343887362,True,False
1096,3226,0.9975340164615294,True,False
1096,5502,0.9975340164615294,True,False
1097,3840,0.9953097333751223,True,False
1098,2587,0.9966903738660419,True,False
1104,3006,0.9987516343887362,True,False
1104,5725,0.995506930508393,True,False
1104,7304,0.9987516343887362,True,False
1105,1817,0.9983039944199337,True,False
1106,6425,0.9983884245508575,True,False
1107,3605,0.9987516343887362,True,False
1108,3830,0.9951999406776808,True,False
1110,1790,0.9987516343887362,True,False
1111,2730,0.9987516343887362,True,False
1112,2891,0.9966903738660419,True,False
1112,5290,0.9966903738660419,True,False
1115,6250,0.9934753990350542,True,False
1118,1456,0.9948944964858136,True,False
1119,6464,0.9987516343887362,True,False
1121,2037,0.9966903738660419,True,False
1122,6682,0.9982452686441156,True,False
1123,1800,0.9950648084917336,True,False
1125,2564,0.9987516343887362,True,False
1126,3382,0.9966903738660419,True,False
1127,2553,0.9974686442784303,True,False
1129,6226,0.9956300099634801,True,False
1130,7207,0.9983884245508575,True,False
1131,4938,0.9987516343887362,True,False
1131,5708,0.9983884245508575,True,False
1135,2374,0.9976962095979076,True,False
1135,5783,0.9987516343887362,True,False
1137,2101,0.9983884245508575,True,False
1138,1522,0.9939029047180966,True,False
1139,2125,0.9987516343887362,True,False
1140,2759,0.9951345565222027,True,False
1140,3741,0.9987516343887362,True,False
1140,6508,0.9966903738660419,True,False
1141,4195,0.9975340164615294,True,False
1143,6562,0.9966903738660419,True,False
1145,4036,0.7995987297011772,True,False
1145,5393,0.9979197595370883,True,False
1148,3208,0.9973151677640237,True,False
1148,7064,0.9973151677640237,True,False
1149,4087,0.9987516343887362,True,False
1150,2834,0.9966903738660419,True,False
1150,4816,0.9982452686441156,True,False
1150,6550,0.9987516343887362,True,False
1151,3807,0.9966903738660419,True,False
1151,4045,0.9943252407018788,True,False
1151,5217,0.9978563561645535,True,False
1152,6112,0.9948785963092984,True,False
1153,2440,0.9238373457872029,True,False
1153,5003,0.9238373457872029,True,False
1154,6051,0.9984197686403924,True,False
1156,5915,0.9966903738660419,True,False
1158,4637,0.9987516343887362,True,False
1160,6460,0.9987516343887362,True,False
1163,7280,0.9983505803534152,True,False
1164,4511,0.9984461500974169,True,False
1165,6470,0.9966903738660419,True,False
1166,3075,0.9982452686441156,True,False
1168,3014,0.996535470187147,True,False
1168,5151,0.996535470187147,True,False
1168,7448,0.9987516343887362,True,False
1169,3882,0.9883869474072962,True,False
1169,6268,0.9883869474072962,True,False
1171,1771,0.9983884245508575,True,False
1173,6093,0.9950692194805554,True,False
1173,6401,0.9950692194805554,True,False
1175,6610,0.9966903738660419,True,False
1176,6190,0.9983505803534152,True,False
1178,4152,0.9953518047315162,True,False
1178,4294,0.9966903738660419,True,False
1178,4551,0.9953518047315162,True,False
1179,1914,0.9987516343887362,True,False
1179,5700,0.9987516343887362,True,False
1181,3886,0.9974112369640995,True,False
1183,2522,0.7771806836039744,True,False
1187,6426,0.9987516343887362,True,False
1188,4132,0.9983884245508575,True,False
1189,4298,0.9966903738660419,True,False
1190,1689,0.9987516343887362,True,False
1190,5827,0.9987516343887362,True,False
1191,5182,0.9966903738660419,True,False
1192,5474,0.9987516343887362,True,False
1193,2895,0.9987516343887362,True,False
1193,6629,0.996535470187147,True,False
1194,2598,0.9987516343887362,True,False
1195,1836,0.9987516343887362,True,False
1196,3954,0.9966903738660419,True,False
1197,5245,0.9987516343887362,True,False
1199,3473,0.9987516343887362,True,False
1202,2486,0.9987516343887362,True,False
1204,4899,0.9987516343887362,True,False
1205,6235,0.995506930508393,True,False
1207,6128,0.9934753990350542,True,False
1209,1270,0.9987516343887362,True,False
1209,2660,0.9984461500974169,True,False
1209,4534,0.9987516343887362,True,False
1211,6529,0.9983039944199337,True,False
1213,5777,0.9953097333751223,True,False
1214,4139,0.9943252407018788,True,False
1214,5006,0.9943252407018788,True,False
1214,6851,0.9943252407018788,True,False
1215,6344,0.9983884245508575,True,False
1216,7357,0.9987516343887362,True,False
1217,5951,0.9966903738660419,True,False
1218,6953,0.9978563561645535,True,False
1220,6916,0.9966903738660419,True,False
1221,6148,0.9987516343887362,True,False
1224,6841,0.9950648084917336,True,False
1225,4389,0.9987516343887362,True,False
1226,1632,0.9987516343887362,True,False
1228,3832,0.9983884245508575,True,False
1229,4711,0.9983884245508575,True,False
1230,4649,0.9987516343887362,True,False
1231,4114,0.9966903738660419,True,False
1233,5345,0.9928989241848947,True,False
1234,4046,0.9976962095979076,True,False
1237,2710,0.9966903738660419,True,False
1237,7046,0.9939029047180966,True,False
1239,2375,0.9987516343887362,True,False
1242,7457,0.9979197595370883,True,False
1243,1510,0.9987516343887362,True,False
1243,5530,0.9987516343887362,True,False
1244,5810,0.9956300099634801,True,False
1246,2004,0.9978209634883989,True,False
1248,2887,0.7815292891452094,True,False
1250,2900,0.9975340164615294,True,False
1251,2469,0.9975340164615294,True,False
1252,1944,0.9983884245508575,True,False
1259,5920,0.9979749008420777,True,False
1262,5970,0.9976962095979076,True,False
1263,3021,0.9976962095979076,True,False
1264,2988,0.9987516343887362,True,False
1266,1284,0.9987516343887362,True,False
1267,6635,0.9966903738660419,True,False
1268,4179,0.9976962095979076,True,False
1269,6565,0.9983884245508575,True,False
1269,7395,0.9987516343887362,True,False
1270,2660,0.9984461500974169,True,False
1270,4534,0.9987516343887362,True,False
1271,2620,0.9987516343887362,True,False
1272,4567,0.9984686580491425,True,False
1273,5619,0.9976962095979076,True,False
1275,6787,0.9976962095979076,True,False
1276,5885,0.9956300099634801,True,False
1277,6628,0.9987516343887362,True,False
1280,6289,0.9956300099634801,True,False
1282,2299,0.8029554955715746,True,False
1282,3118,0.8029554955715746,True,False
1282,5074,0.9976962095979076,True,False
1283,6111,0.9975340164615294,True,False
1285,4917,0.9973151677640237,True,False
1285,5638,0.995506930508393,True,False
1286,4452,0.9976962095979076,True,False
1288,3318,0.9979749008420777,True,False
1289,4280,0.9987516343887362,True,False
1289,6477,0.9987516343887362,True,False
1291,1763,0.9987516343887362,True,False
1292,1660,0.9966903738660419,True,False
1293,7027,0.9984686580491425,True,False
1295,4499,0.9987516343887362,True,False
1296,6901,0.8251430496068115,True,False
1298,5294,0.9966903738660419,True,False
1299,4055,0.995400680151444,True,False
1299,5623,0.995400680151444,True,False
1300,1548,0.9983039944199337,True,False
1302,7123,0.9966903738660419,True,False
1303,5872,0.9966903738660419,True,False
1304,2927,0.9966903738660419,True,False
1307,1963,0.9975340164615294,True,False
1307,2644,0.9975340164615294,True,False
1307,4519,0.9987516343887362,True,False
1308,5912,0.9951999406776808,True,False
1309,7138,0.9961431011748146,True,False
1311,2687,0.9984461500974169,True,False
1311,4316,0.7593517692056968,True,False
1311,7042,0.9979197595370883,True,False
1312,2276,0.9987516343887362,True,False
1312,6965,0.9987516343887362,True,False
1312,7085,0.9987516343887362,True,False
1314,3182,0.9987516343887362,True,False
1316,5746,0.9987516343887362,True,False
1318,3188,0.9948785963092984,True,False
1318,5255,0.9948785963092984,True,False
1319,4779,0.9987516343887362,True,False
1321,1691,0.9973151677640237,True,False
1322,7222,0.9987516343887362,True,False
1323,7315,0.9983505803534152,True,False
1325,2658,0.7809875947408725,True,False
1326,4563,0.9983039944199337,True,False
1327,4604,0.9966903738660419,True,False
1327,5102,0.9966903738660419,True,False
1329,3881,0.9987516343887362,True,False
1331,4236,0.9983505803534152,True,False
1333,5435,0.9987516343887362,True,False
1336,5287,0.9975340164615294,True,False
1337,1740,0.9987516343887362,True,False
1339,3735,0.9983039944199337,True,False
1340,2409,0.9966903738660419,True,False
1341,6169,0.9966903738660419,True,False
1344,7114,0.9987516343887362,True,False
1346,2364,0.9987516343887362,True,False
1349,6029,0.9987516343887362,True,False
1350,4063,0.9987516343887362,True,False
1350,5241,0.9953097333751223,True,False
1350,6733,0.9953097333751223,True,False
1352,3083,0.9975340164615294,True,False
1352,6736,0.9975340164615294,True,False
1352,6770,0.9934753990350542,True,False
1353,1394,0.9885212927684195,True,False
1353,7333,0.9737445694382172,True,False
1354,6103,0.9987516343887362,True,False
1357,2905,0.9987516343887362,True,False
1357,4959,0.9966903738660419,True,False
1358,3424,0.9968294073503572,True,False
1358,3819,0.9987516343887362,True,False
1359,3337,0.9939029047180966,True,False
1361,6894,0.9869952477161212,True,False
1363,6016,0.9987516343887362,True,False
1365,1532,0.9943252407018788,True,False
1366,7298,0.9976962095979076,True,False
1369,3775,0.9987516343887362,True,False
1371,4322,0.9972048444955496,True,False
1371,4769,0.9987516343887362,True,False
1371,6055,0.9987516343887362,True,False
1373,3072,0.9987516343887362,True,False
1374,3483,0.9966903738660419,True,False
1375,3177,0.9918777317903867,True,False
1377,3032,0.9987516343887362,True,False
1377,7092,0.9934753990350542,True,False
1378,2518,0.9966903738660419,True,False
1378,6050,0.9951999406776808,True,False
1379,6904,0.9975340164615294,True,False
1380,5511,0.9987516343887362,True,False
1381,6679,0.9987516343887362,True,False
1382,7143,0.9987516343887362,True,False
1384,1797,0.9987516343887362,True,False
1384,2172,0.9983884245508575,True,False
1384,5790,0.9983884245508575,True,False
1386,2111,0.9966903738660419,True,False
1386,5312,0.9957300078086366,True,False
1388,4027,0.9966903738660419,True,False
1389,3864,0.9983039944199337,True,False
1389,3999,0.9983039944199337,True,False
1389,5273,0.9978563561645535,True,False
1391,2059,0.9934753990350542,True,False
1391,2920,0.9975340164615294,True,False
1393,6084,0.9876356745221663,True,False
1394,7333,0.9972379959967447,True,False
1395,1839,0.9966903738660419,True,False
1395,3139,0.9966903738660419,True,False
1395,5427,0.9966903738660419,True,False
1400,2590,0.9980660562935224,True,False
1403,2478,0.7624796190624051,True,False
1403,4764,0.7624796190624051,True,False
1405,3425,0.9939029047180966,True,False
1406,5391,0.9987516343887362,True,False
1407,1633,0.9934753990350542,True,False
1407,2258,0.9987516343887362,True,False
1408,2543,0.9978563561645535,True,False
1408,2698,0.9943252407018788,True,False
1409,5983,0.9939029047180966,True,False
1410,3944,0.9926084766360521,True,False
1410,5922,0.9972048444955496,True,False
1412,2889,0.9987516343887362,True,False
1413,2015,0.996535470187147,True,False
1413,3125,0.996535470187147,True,False
1414,3947,0.9987516343887362,True,False
1414,5127,0.9987516343887362,True,False
1416,6684,0.9976962095979076,True,False
1417,7338,0.9987516343887362,True,False
1419,1485,0.9987516343887362,True,False
1420,2043,0.9953097333751223,True,False
1421,6308,0.9987516343887362,True,False
1422,4101,0.9966903738660419,True,False
1423,4502,0.9978563561645535,True,False
1423,5258,0.9987516343887362,True,False
1424,6771,0.9984461500974169,True,False
1424,6899,0.9984461500974169,True,False
1425,6495,0.9987516343887362,True,False
1425,6572,0.9982452686441156,True,False
1426,4671,0.9987516343887362,True,False
1427,6081,0.9966903738660419,True,False
1428,3009,0.9983505803534152,True,False
1429,4071,0.995400680151444,True,False
1430,2016,0.9987516343887362,True,False
1430,4395,0.9966903738660419,True,False
1430,6256,0.9928989241848947,True,False
1431,3684,0.9987516343887362,True,False
1433,2319,0.9956300099634801,True,False
1436,5873,0.9987516343887362,True,False
1437,3419,0.9939029047180966,True,False
1439,1701,0.9956300099634801,True,False
1440,1445,0.9981689989681672,True,False
1441,5491,0.9873485260609695,True,False
1443,4003,0.9984461500974169,True,False
1446,5179,0.9987516343887362,True,False
1448,3769,0.9984461500974169,True,False
1449,1525,0.9987516343887362,True,False
1450,5687,0.9987516343887362,True,False
1452,3356,0.9983505803534152,True,False
1457,7414,0.9987516343887362,True,False
1459,3452,0.9978563561645535,True,False
1462,1823,0.9976962095979076,True,False
1462,2256,0.9976962095979076,True,False
1462,7370,0.9909207098226163,True,False
1463,5032,0.7686309465579456,True,False
1465,3675,0.9939029047180966,True,False
1465,6303,0.9976962095979076,True,False
1467,6461,0.9987516343887362,True,False
1473,5438,0.8627242056508485,True,False
1475,2874,0.9908484813446168,True,False
1478,6213,0.9979197595370883,True,False
1482,3015,0.9987516343887362,True,False
1482,4678,0.9970570100901925,True,False
1484,7389,0.995400680151444,True,False
1486,5140,0.9978563561645535,True,False
1487,6243,0.9966903738660419,True,False
1488,7443,0.9987516343887362,True,False
1493,2161,0.9972048444955496,True,False
1493,3889,0.9972048444955496,True,False
1493,6085,0.9966903738660419,True,False
1495,3137,0.9883925605982291,True,False
1500,1605,0.9934753990350542,True,False
1503,4024,0.9975340164615294,True,False
1505,5618,0.9987516343887362,True,False
1506,7452,0.9976962095979076,True,False
1507,3078,0.9987516343887362,True,False
1510,5530,0.9987516343887362,True,False
1511,7350,0.9987516343887362,True,False
1512,5423,0.9956300099634801,True,False
1513,5948,0.9966903738660419,True,False
1515,1640,0.9966903738660419,True,False
1515,5076,0.9987516343887362,True,False
1517,4913,0.9987516343887362,True,False
1520,2204,0.9983505803534152,True,False
1524,2944,0.9983505803534152,True,False
1524,4042,0.9936650952022188,True,False
1524,6514,0.9983505803534152,True,False
1527,4709,0.8037534054523211,True,False
1527,6918,0.7560105898935695,True,False
1530,2771,0.9987516343887362,True,False
1536,1551,0.9987516343887362,True,False
1537,3834,0.9972048444955496,True,False
1537,4305,0.9966903738660419,True,False
1541,3553,0.9987516343887362,True,False
1542,5406,0.7624796190624051,True,False
1543,4034,0.9950648084917336,True,False
1547,6753,0.9987516343887362,True,False
1549,3063,0.9987516343887362,True,False
1552,6521,0.9928989241848947,True,False
1553,7422,0.8220562674733303,True,False
1554,2268,0.9987516343887362,True,False
1554,4074,0.9987516343887362,True,False
1555,7054,0.9987516343887362,True,False
1556,2915,0.9987516343887362,True,False
1559,1788,0.9955989428902844,True,False
1559,6404,0.9955989428902844,True,False
1561,5766,0.9987516343887362,True,False
1563,4866,0.9976962095979076,True,False
1564,2287,0.9943252407018788,True,False
1565,3992,0.9873485260609695,True,False
1565,6455,0.9987516343887362,True,False
1567,4674,0.9951999406776808,True,False
1567,5967,0.9951999406776808,True,False
1569,2792,0.9899525902798143,True,False
1569,5515,0.9951999406776808,True,False
1570,6334,0.9987516343887362,True,False
1572,2893,0.9966903738660419,True,False
1572,2955,0.9954772360045787,True,False
1572,3128,0.9987516343887362,True,False
1573,1984,0.9987516343887362,True,False
1573,6773,0.9966903738660419,True,False
1574,4648,0.9987516343887362,True,False
1574,5748,0.845068554434827,True,False
1575,1891,0.9987516343887362,True,False
1576,2758,0.9987516343887362,True,False
1577,4200,0.9926957433296217,True,False
1577,6499,0.9987516343887362,True,False
1579,5656,0.9873485260609695,True,False
1580,3171,0.9943252407018788,True,False
1580,3531,0.9978563561645535,True,False
1580,6447,0.9978563561645535,True,False
1582,3444,0.9983505803534152,True,False
1585,3345,0.9987516343887362,True,False
1586,4050,0.9966903738660419,True,False
1587,2373,0.9979197595370883,True,False
1587,4559,0.9987516343887362,True,False
1589,5778,0.9987516343887362,True,False
1590,3780,0.9951999406776808,True,False
1591,2815,0.8424928871536954,True,False
1592,4321,0.9987516343887362,True,False
1595,2581,0.9979749008420777,True,False
1598,4303,0.9978563561645535,True,False
1599,4925,0.9966903738660419,True,False
1599,6073,0.9920828818225981,True,False
1600,3288,0.9987516343887362,True,False
1602,4985,0.9966903738660419,True,False
1603,2081,0.9976962095979076,True,False
1604,4554,0.9951999406776808,True,False
1607,4544,0.9987516343887362,True,False
1609,3352,0.9953097333751223,True,False
1609,6855,0.9833451615993634,True,False
1610,3396,0.9958825633451195,True,False
1610,6327,0.9958825633451195,True,False
1612,4178,0.9987516343887362,True,False
1613,4892,0.9975340164615294,True,False
1614,5572,0.9987516343887362,True,False
1615,6527,0.9981689989681672,True,False
1616,3200,0.9987516343887362,True,False
1617,4288,0.9939029047180966,True,False
1617,6776,0.9976962095979076,True,False
1620,7022,0.9878736124411658,True,False
1624,2378,0.9987516343887362,True,False
1625,6496,0.9954772360045787,True,False
1626,2723,0.9984197686403924,True,False
1626,5802,0.9987516343887362,True,False
1628,4570,0.9987516343887362,True,False
1633,2258,0.9934753990350542,True,False
1634,2089,0.9953097333751223,True,False
1635,2083,0.9876356745221663,True,False
1636,2077,0.9966903738660419,True,False
1636,2626,0.9939029047180966,True,False
1636,2843,0.9966903738660419,True,False
1639,2385,0.9953097333751223,True,False
1640,5076,0.9966903738660419,True,False
1641,5709,0.9987516343887362,True,False
1642,4934,0.9983039944199337,True,False
1642,6355,0.995506930508393,True,False
1643,4900,0.995400680151444,True,False
1644,6119,0.9951999406776808,True,False
1646,4977,0.9873485260609695,True,False
1646,5188,0.9951999406776808,True,False
1646,5368,0.9833451615993634,True,False
1647,4679,0.9979749008420777,True,False
1648,3197,0.9987516343887362,True,False
