customer_id,monthly_income,bank_deposits,checking_balance,savings_balance,credit_card_limit,credit_card_balance,credit_utilization_ratio,business_lending,existing_monthly_debt_payment,total_deposit_balance,deposit_to_income_ratio
CUST04034,100554.12,2159568.59,117316.15,769845.51,389509.84,197507.64,0.507,101046.72,45264.5,3046730.25,2.525
CUST04035,90628.18,2184154.39,198774.32,1413954.94,101349.31,13429.97,0.133,137835.72,5241.23,3796883.65,3.491
CUST04036,88622.47,2899379.03,222383.13,904341.15,121727.04,28064.64,0.231,146631.99,19273.1,4026103.31,3.786
CUST04037,108576.12,1707424.71,85054.7,504074.43,401495.32,25859.22,0.064,106849.23,44557.39,2296553.84,1.763
CUST04038,42926.4,521085.67,33787.77,258021.68,188469.23,17282.32,0.092,1337535.29,9403.0,812895.12,1.578
CUST04039,52126.56,1059566.7,65977.4,439314.43,189432.93,135209.36,0.714,112544.8,27068.41,1564858.53,2.502
CUST04040,56771.08,808622.12,47178.75,443165.59,224221.86,40781.77,0.182,937903.04,18499.63,1298966.46,1.907
CUST04041,52226.16,1354708.13,87314.91,759257.85,192121.57,60296.74,0.314,44648.56,29106.91,2201280.89,3.512
CUST04042,166173.35,2229356.95,205246.41,725021.21,344895.0,133589.02,0.387,365419.18,53534.08,3159624.57,1.585
CUST04043,89766.36,2124113.92,134924.85,651100.84,315209.49,60909.0,0.193,56446.86,5233.53,2910139.61,2.702
CUST04044,46349.09,532557.93,25924.33,331021.18,93903.23,21704.97,0.231,215858.53,23179.55,889503.44,1.599
CUST04045,84376.76,1056581.43,172584.01,629913.67,186280.87,49290.62,0.265,354348.67,7471.49,1859079.11,1.836
CUST04046,41348.32,1018784.1,146865.71,401497.65,88483.7,56245.55,0.636,484813.31,16869.99,1567147.46,3.158
CUST04047,44845.22,1031706.03,76629.57,467879.75,116735.74,28791.23,0.247,31906.47,17801.36,1576215.35,2.929
CUST04048,61892.22,965742.07,169462.21,623259.09,231692.23,63030.44,0.272,84707.27,17980.11,1758463.37,2.368
CUST04049,64796.02,1368640.98,169929.29,631285.28,195258.41,9196.99,0.047,124870.24,25505.32,2169855.55,2.791
CUST04050,77327.92,2162627.48,255293.37,1392126.77,67872.6,11740.93,0.173,438862.89,39499.83,3810047.62,4.106
CUST04051,71233.47,2043543.65,,967905.63,131789.68,74032.89,0.562,229601.43,14909.92,3158725.27,3.695
CUST04052,89727.86,1990186.08,80946.14,827607.42,232079.95,43636.83,0.188,232395.49,6131.86,2898739.64,2.692
CUST04053,153803.88,1719012.1,320076.02,1057611.72,277414.33,56367.97,0.203,52003.95,59934.44,3096699.84,1.678
CUST04054,35654.47,704134.38,125988.97,303402.94,135694.32,58252.07,0.429,75922.19,14836.95,1133526.29,2.649
CUST04055,49538.35,560912.55,100231.53,236350.55,138727.55,45545.57,0.328,1176650.04,14477.16,897494.63,1.51
CUST04056,85545.28,2015234.13,142900.69,727203.17,274322.93,39981.92,0.146,1563507.82,49250.3,2885337.99,2.811
CUST04057,34457.3,851574.81,80138.02,243516.9,103556.21,40329.94,0.389,702954.4,4766.4,1175229.73,2.842
CUST04058,51686.71,1256443.2,157879.19,316697.41,193868.15,87144.89,0.45,63135.13,26241.38,1731019.8,2.791
CUST04059,85795.57,2242367.03,272931.22,943141.27,175606.72,29870.49,0.17,48691.88,10286.7,3458439.52,3.359
CUST04060,52542.9,688269.26,93098.68,213221.12,156563.99,39351.0,0.251,691811.11,16244.46,994589.06,1.577
CUST04061,90517.26,1151480.39,164993.5,445727.09,97353.91,9508.39,0.098,350805.67,15387.25,1762200.98,1.622
CUST04062,55092.37,1311460.36,225456.23,534232.28,240118.21,60217.44,0.251,107478.38,15199.43,2071148.87,3.133
CUST04063,188028.34,3044212.42,366905.47,964308.88,749249.7,218305.57,,58247.4,32844.9,4375426.77,1.939
CUST04064,168344.21,7694041.77,1259956.06,3321795.24,185268.78,54374.81,0.293,32734.53,65560.62,12275793.07,6.077
CUST04065,86352.04,2268860.73,428372.29,1456737.52,160692.35,60399.22,0.376,86521.45,28224.8,4153970.54,4.009
CUST04066,76581.64,2193099.65,310605.35,913998.02,148456.09,24540.07,0.165,370262.83,17032.19,3417703.02,3.719
CUST04067,72865.56,760940.78,62841.4,309106.59,220327.9,26983.08,0.122,47669.6,20061.53,1132888.77,
CUST04068,339669.03,11462224.39,2061972.94,6901686.24,279160.35,23121.27,0.083,148685.15,237543.9,20425883.57,5.011
CUST04069,64580.08,2787619.17,228276.53,709107.61,205514.36,117969.71,0.574,44233.24,32158.2,3725003.31,4.807
CUST04070,48808.98,1043748.97,82487.38,362333.59,106955.73,25085.7,0.235,188610.17,9148.53,1488569.94,2.541
CUST04071,64248.72,1855346.48,239556.29,578440.24,263659.51,36231.11,0.137,36922.26,35665.82,2673343.01,3.467
CUST04072,133937.4,5538684.37,237514.67,3158042.41,369488.03,42798.04,0.116,95398.17,39574.54,8934241.45,5.559
CUST04073,115143.94,3842388.58,231323.96,2096358.39,97136.98,22298.85,0.23,202567.16,15476.13,6170070.93,4.465
CUST04074,114103.93,2002335.72,256064.87,1112393.6,193971.85,16780.09,0.087,147617.93,26235.97,3370794.19,2.462
CUST04075,28395.66,381167.23,55187.46,101315.28,86110.74,9584.92,0.111,33085.4,8781.42,537669.97,1.578
CUST04076,81873.8,1473547.37,244949.0,899215.61,129320.79,89667.89,0.693,66481.57,46165.09,2617711.98,2.664
CUST04077,120565.28,1676491.49,249512.48,881550.35,336313.95,250053.51,0.744,91601.64,66418.03,2807554.32,1.941
CUST04078,75053.66,1192058.38,76013.41,597708.21,247031.63,9696.8,0.039,49418.0,37210.11,1865780.0,2.072
CUST04079,51753.28,773275.91,35761.33,418852.35,94279.72,22220.56,0.236,239218.4,24345.68,1227889.59,1.977
CUST04080,71593.8,998681.46,196425.98,543244.16,319009.27,161469.37,0.506,69732.93,36905.7,1738351.6,2.023
CUST04081,51378.48,1491000.8,146430.92,669102.07,43023.51,1363.94,,247343.46,4298.63,2306533.79,3.741
CUST04082,52489.2,794637.88,103020.83,427436.16,48330.46,7217.04,0.149,243191.26,11667.06,1325094.87,2.104
CUST04083,101830.37,3183622.22,170853.08,1131322.91,102149.52,16672.3,0.163,180586.87,30074.77,4485798.21,3.671
CUST04084,39080.16,623768.16,42697.29,306541.3,146100.56,3594.93,0.025,173277.67,12739.66,973006.75,2.075
CUST04085,102640.37,2687121.29,327091.16,997405.99,461279.43,73349.17,0.159,71321.13,50743.94,4011618.44,3.257
CUST04086,127354.9,3417738.81,678193.25,1759446.63,318851.97,67325.74,0.211,89569.59,51068.91,5855378.69,3.831
CUST04087,116067.19,2765441.75,282785.1,1078936.64,339242.81,72902.59,0.215,21475.63,34671.12,4127163.49,2.963
CUST04088,100399.57,1257887.62,166023.55,642968.09,145277.79,33037.91,0.227,68861.02,37115.64,2066879.26,1.716
CUST04089,48056.16,1117777.78,46958.43,299823.17,65094.32,5283.34,0.081,39920.82,5078.03,1464559.38,2.54
CUST04090,110573.36,2255222.74,392767.66,704047.72,155628.9,40780.19,0.262,158484.18,13890.69,3352038.12,2.526
CUST04091,59546.47,1720108.28,181862.84,900591.38,263126.38,34556.32,0.131,100179.99,18190.54,2802562.5,3.922
CUST04092,132354.06,3410230.98,538380.49,856383.24,489829.09,68615.91,0.14,458583.04,25842.06,4804994.71,3.025
CUST04093,123121.7,2679203.83,299091.41,926970.98,127570.57,19409.18,0.152,624368.99,39114.81,3905266.22,2.643
CUST04094,41947.96,1014224.4,95364.55,374340.3,179438.24,22194.68,0.124,11221.7,17235.22,1483929.25,2.948
CUST04095,63686.83,1191890.29,191411.25,622720.36,144407.22,45568.5,0.316,534476.53,13905.38,2006021.9,2.625
CUST04096,122997.24,3568744.82,204622.81,1383948.54,331390.76,152426.43,0.46,274322.39,42786.94,5157316.17,3.494
CUST04097,66616.04,1609669.09,302161.3,624289.35,187937.16,33468.18,0.178,240621.0,21419.81,2536119.74,3.173
CUST04098,91521.7,2766676.8,309952.81,1138104.28,135875.77,46577.77,0.343,103769.96,18621.37,4214733.89,3.838
CUST04099,45356.21,1137378.07,157604.57,495247.75,168160.12,58300.24,0.347,403568.7,29297.22,1790230.39,3.289
CUST04100,71621.6,624289.87,24999.92,393449.8,91709.08,8191.05,0.089,155147.35,4337.87,1042739.59,1.213
CUST04101,128740.7,2112245.61,330432.59,1163992.21,490302.73,81647.87,0.167,168416.14,43022.82,3606670.41,2.335
CUST04102,72865.56,810257.94,119877.36,506730.31,59903.77,11887.4,0.198,147610.53,14480.83,1436865.61,
CUST04103,52521.94,772277.67,59457.7,274072.53,72512.6,23594.37,,156042.17,23472.61,1105807.9,1.755
CUST04104,73069.75,2013083.35,253455.8,1171133.95,152269.61,15058.04,0.099,78487.01,27430.67,3437673.1,3.921
CUST04105,61353.23,1464561.77,187322.28,623901.32,144361.56,4635.1,0.032,24998.59,18484.83,2275785.37,3.091
CUST04106,55118.65,726392.75,88059.32,251231.27,232553.71,13270.84,0.057,101995.07,24780.18,1065683.34,1.611
CUST04107,87928.34,2054411.04,272799.97,1056421.09,308730.73,56172.69,0.182,96525.49,5191.53,3383632.1,3.207
CUST04108,152881.0,3338539.59,443365.64,1900641.61,260692.36,1614.44,0.006,92291.38,32991.7,5682546.84,3.097
CUST04109,161208.35,2419671.44,113454.39,792988.81,462487.46,138701.58,0.3,807817.94,48010.48,3326114.64,1.719
CUST04110,86709.05,749277.51,72896.84,483631.82,174266.93,37068.23,0.213,90690.44,17988.79,1305806.17,1.255
CUST04111,82145.49,1831387.38,352663.95,540712.54,81594.59,22857.51,0.28,108055.82,42476.06,2724763.87,2.764
CUST04112,97635.91,2381788.65,147859.18,1013831.03,331554.87,8474.24,0.026,446606.61,32282.64,3543478.86,3.024
CUST04113,68846.72,1242948.32,182212.05,734916.04,251646.67,47224.32,0.188,1515061.67,28114.54,2160076.41,2.615
CUST04114,29834.45,306641.07,45367.69,136656.94,39779.56,11547.25,0.29,324932.61,2615.27,488665.7,1.365
CUST04115,38248.36,649439.32,113696.83,414527.31,165707.43,4398.23,0.027,492880.06,12308.48,1177663.46,2.566
CUST04116,64864.25,1463309.33,111364.19,399595.77,179877.77,30176.53,0.168,69151.08,22283.54,1974269.29,2.536
CUST04117,181068.73,4696776.03,374956.48,2255330.68,368696.34,16746.45,0.045,116235.24,48549.59,7327063.19,3.372
CUST04118,50281.73,699968.8,76629.74,385886.42,158942.6,52864.09,0.333,522266.13,5016.57,1162484.96,1.927
CUST04119,197498.62,5773259.13,436620.98,1732531.6,274221.08,32388.34,0.118,394808.67,28334.7,7942411.71,3.351
CUST04120,63432.9,1552744.52,304895.18,835692.92,190881.32,37647.28,0.197,99544.71,7242.44,2693332.62,3.538
CUST04121,54622.6,734899.35,57918.56,343207.48,109996.78,54048.73,0.491,49992.13,14465.06,1136025.39,1.733
CUST04122,55497.6,701548.6,34498.21,347927.6,174782.23,25352.03,0.145,548723.05,11512.38,1083974.41,1.628
CUST04123,108468.29,2003843.88,253225.12,580333.45,294345.71,20860.06,0.071,1622277.04,16930.99,2837402.45,2.18
CUST04124,99153.19,2401985.66,318932.88,1225517.72,189150.58,44585.2,0.236,214957.68,23402.06,3946436.26,3.317
CUST04125,50831.83,518391.13,59211.95,238622.5,72555.95,24078.38,0.332,134346.27,2047.32,816225.58,1.338
CUST04126,50311.85,1018301.16,186896.19,636921.9,77658.13,29137.72,0.375,19574.8,20199.75,1842119.25,3.051
CUST04127,118323.82,2453939.59,197539.37,1466907.14,512782.87,37315.11,0.073,326304.53,47577.85,4118386.1,2.901
CUST04128,29273.13,688911.61,77671.87,296788.69,53986.65,36061.22,0.668,148362.39,9345.36,1063372.17,3.027
CUST04129,53278.42,909819.34,37016.81,559199.7,97753.39,6563.76,,1905605.93,12053.95,1506035.85,2.356
CUST04130,135850.93,4462822.76,519416.23,2210780.74,487587.05,70624.2,0.145,197703.42,37468.43,7193019.73,4.412
CUST04131,72865.56,1503287.38,206133.15,594691.85,218450.27,70116.37,0.321,102521.72,11265.54,2304112.38,
CUST04132,199452.89,7056292.75,826812.56,3507544.18,664015.25,124088.82,0.187,86770.63,116493.01,11390649.49,4.759
CUST04133,33820.6,1117876.48,223276.37,,75094.92,22705.32,0.302,268003.89,5551.73,1975716.01,4.868
CUST04134,121186.15,1727340.32,317748.04,701635.86,381473.17,89291.81,0.234,39366.77,17069.55,2746724.22,1.889
CUST04135,33440.22,439647.31,29828.75,221578.57,92915.06,24546.38,0.264,133924.71,3949.64,691054.63,1.722
CUST04136,98780.43,1602223.68,233020.26,613842.59,272424.97,39758.67,0.146,90072.34,4831.94,2449086.53,2.066
CUST04137,91357.54,1408795.61,279212.56,424613.36,264258.59,11948.09,0.045,54448.92,10490.77,2112621.53,1.927
CUST04138,119528.56,4198882.64,320077.21,1368372.84,234449.38,50908.29,0.217,1890526.84,32778.21,5887332.69,4.105
CUST04139,71362.26,684264.17,121811.89,201277.33,139778.78,7529.09,0.054,36706.31,27299.32,1007353.39,1.176
CUST04140,153360.97,4480387.83,538174.45,1765957.74,604153.35,92494.8,0.153,706186.54,42394.68,6784520.02,3.687
CUST04141,69770.18,2189638.2,234985.25,735244.19,301180.72,3132.93,0.01,757878.77,26055.83,3159867.64,3.774
CUST04142,200362.34,3846864.28,515279.91,2442283.02,332630.56,126745.23,0.381,91331.8,80730.31,6804427.21,2.83
CUST04143,41392.61,461066.38,44270.06,271316.4,154541.32,25999.53,0.168,73946.85,8893.59,776652.84,1.564
CUST04144,153666.82,4003796.57,737355.38,1799569.98,553197.6,184696.28,0.334,215259.95,92979.9,6540721.93,3.547
CUST04145,22701.07,634762.88,80208.84,228535.12,50365.33,995.48,0.02,96030.37,6116.59,943506.84,3.464
CUST04146,197976.61,3263223.66,253732.63,1569653.63,454226.83,140145.94,0.309,460385.21,122602.25,5086609.92,2.141
CUST04147,54943.96,1396818.76,201546.48,442057.11,208882.69,18258.4,0.087,143159.79,15533.23,2040422.35,3.095
CUST04148,156892.31,2296040.39,181684.31,919687.29,159307.68,38238.72,0.24,446374.65,41968.17,3397411.99,1.805
CUST04149,47847.77,1419639.65,174427.8,820913.95,85919.84,20900.51,0.243,111601.66,29049.11,2414981.4,4.206
CUST04150,35692.88,370250.8,48250.5,203441.28,141216.06,39039.04,0.276,255243.59,4172.16,621942.58,1.452
CUST04151,61798.17,1658586.57,271730.7,436555.47,167741.51,19849.54,0.118,453872.75,13040.06,2366872.74,3.192
CUST04152,105171.4,3464649.79,149915.79,1115800.47,225361.49,87587.44,0.389,87128.34,6066.95,4730366.05,3.748
CUST04153,64581.94,1523248.3,231803.21,687104.92,262535.07,76243.84,0.29,94434.82,8139.34,2442156.43,3.151
CUST04154,131822.54,4490431.98,294974.5,1256044.06,478498.49,91170.34,0.191,42972.86,44006.1,6041450.54,3.819
CUST04155,115485.51,4244050.61,709175.54,1734687.88,120230.99,68199.52,0.567,197835.46,54115.15,6687914.03,4.826
CUST04156,72696.56,2232523.16,293742.73,1081636.66,232313.71,13418.91,0.058,46002.92,19575.86,3607902.55,4.136
CUST04157,185334.6,6468976.03,898309.84,2342520.79,819560.1,123480.11,0.151,217206.34,5558.87,9709806.66,4.366
CUST04158,86352.35,2746776.8,248876.55,1071570.77,355725.08,28767.93,0.081,78069.37,19660.96,4067224.12,3.925
CUST04159,34914.23,674329.27,124858.24,435984.05,90454.69,27139.09,0.3,390766.0,7289.98,1235171.56,2.948
CUST04160,33918.53,620226.7,29451.6,350171.17,123689.37,71068.64,0.575,52313.54,6556.13,999849.47,2.456
CUST04161,143635.41,4281632.05,659587.72,2406060.56,211522.9,43036.63,0.203,64770.75,8195.72,7347280.33,4.263
CUST04162,66877.94,1118350.5,194768.17,428461.65,138504.15,28977.27,0.209,229994.16,14784.19,1741580.32,2.17
CUST04163,53216.3,1283374.04,91275.17,332342.3,45505.78,21176.61,0.465,2815226.81,13841.29,1706991.51,2.673
CUST04164,41655.73,744664.72,99375.23,285772.97,50099.73,2572.0,,324378.82,19508.21,1129812.92,2.26
CUST04165,50463.44,1280440.0,95588.65,649898.71,201778.14,81965.65,0.406,41025.93,8292.82,2025927.36,3.346
CUST04166,143075.84,2104860.13,380238.8,663559.93,242049.81,61247.65,0.253,86071.7,60927.14,3148658.86,1.834
CUST04167,50963.58,1042737.99,122564.43,311157.88,67272.47,12245.05,0.182,186699.66,10346.74,1476460.3,2.414
CUST04168,37814.37,696667.71,100474.88,237338.7,114484.18,11267.87,0.098,97069.77,12074.12,1034481.29,2.28
CUST04169,76081.71,2575501.87,277426.84,1181164.21,155673.51,8583.86,0.055,35017.93,25151.78,4034092.92,4.419
CUST04170,47728.29,1034581.5,175611.66,446857.26,72304.84,38247.87,0.529,45147.05,19924.91,1657050.42,2.893
CUST04171,48173.28,1254568.84,77965.07,579694.14,55065.52,5540.53,0.101,189991.95,14272.53,1912228.05,3.308
CUST04172,139269.67,3605097.46,693212.17,2233285.92,621646.5,325350.38,0.523,954448.96,56785.21,6531595.55,3.908
CUST04173,143598.87,1310361.17,69254.8,623878.17,600784.65,43190.34,0.072,42983.16,63739.88,2003494.14,1.163
CUST04174,57375.82,1398676.38,235840.59,697543.15,78151.43,4071.39,0.052,590358.35,21537.51,2332060.12,3.387
CUST04175,165992.37,7376997.14,852445.39,1886717.42,348991.53,60184.76,0.172,724246.15,39302.85,10116159.95,5.079
CUST04176,56824.14,1245371.45,88211.26,344805.23,56854.41,28141.9,0.495,106241.28,10555.88,1678387.94,2.461
CUST04177,133204.71,3943517.7,584369.55,1427645.18,348678.04,48684.88,0.14,109073.34,23681.94,5955532.43,3.726
CUST04178,60288.55,1087482.11,206720.61,444898.63,226700.65,159975.3,0.706,75064.46,25097.59,1739101.35,2.404
CUST04179,86573.27,2005710.99,350274.02,1240190.59,114840.83,2916.92,0.025,105808.33,24309.18,3596175.6,3.462
CUST04180,113586.47,1775025.98,221360.55,954508.22,336623.09,44448.16,0.132,92666.8,50545.91,2950894.75,2.165
CUST04181,32803.93,401761.61,66144.19,232596.37,34216.8,20133.74,0.588,247868.51,9424.81,700502.17,1.78
CUST04182,94427.97,1888313.77,363420.08,1147445.09,278069.98,28732.59,0.103,306749.97,17453.89,3399178.94,3.0
CUST04183,78018.43,1758989.97,189961.09,682079.93,162652.97,37476.43,0.23,141103.91,44220.91,2631030.99,2.81
CUST04184,47816.34,963339.16,90389.88,467872.73,144751.66,54018.33,0.373,408676.46,7041.89,1521601.77,2.652
CUST04185,303609.48,10488114.33,1712725.31,4081863.32,607038.2,150690.72,0.248,91009.54,65616.14,16282702.96,4.469
CUST04186,133278.42,2569365.24,149887.51,1661506.18,291865.92,31761.98,0.109,663396.3,14944.6,4380758.93,2.739
CUST04187,43254.48,981554.09,98699.54,379167.82,75046.25,18867.45,0.251,177691.74,8929.96,1459421.45,2.812
CUST04188,116912.78,3716208.47,495109.08,1537431.07,220215.81,60956.25,0.277,139958.37,1568.35,5748748.62,4.098
CUST04189,98779.98,2403225.08,462651.65,712695.94,143633.89,26052.85,0.181,89871.42,15556.35,3578572.67,3.019
CUST04190,36094.07,381008.68,24184.12,234959.08,137031.26,25073.79,0.183,158526.44,2007.29,640151.88,1.478
CUST04191,83232.56,3401478.04,390401.71,1883120.88,350668.22,136179.82,0.388,23294.06,13054.52,5675000.63,5.682
CUST04192,107666.13,1737900.35,86379.37,881928.34,417012.42,170176.39,0.408,222906.48,39267.79,2706208.06,2.095
CUST04193,38206.54,823219.42,137672.92,420347.36,111277.69,5651.8,0.051,228792.87,15803.35,1381239.7,3.013
CUST04194,169164.11,5245346.29,912251.0,2103514.09,517090.64,353140.51,0.683,854704.14,78108.72,8261111.38,4.07
CUST04195,78118.06,1362176.46,126402.05,628474.1,261909.88,20038.04,0.077,120505.4,15540.73,2117052.61,2.258
CUST04196,59187.98,617040.97,116684.42,315658.57,48442.37,13959.59,0.288,456677.47,8965.29,1049383.96,1.477
CUST04197,116662.12,1129470.85,166241.63,445729.43,94406.61,40005.2,0.424,69591.38,63953.66,1741441.91,1.244
CUST04198,47981.32,1118225.13,101762.11,417284.16,101330.78,18050.86,0.178,1160805.0,18420.52,1637271.4,2.844
CUST04199,42632.14,1265403.94,232429.77,761907.95,97431.58,66060.78,0.678,149030.84,17516.7,2259741.66,4.417
CUST04200,88166.98,1454837.17,250716.51,626617.35,283070.35,11444.08,0.04,431167.95,34244.22,2332171.03,2.204
CUST04201,73281.57,2406039.87,333197.26,652478.86,209202.88,66243.02,0.317,183333.18,6835.84,3391715.99,3.857
CUST04202,64352.99,1963419.04,322357.54,995478.16,226474.81,15473.85,0.068,2437029.82,15199.47,3281254.74,4.249
CUST04203,21309.5,236840.48,18859.24,97700.27,92767.83,37493.96,0.404,135138.81,7738.4,353399.99,1.382
CUST04204,62273.05,1675702.73,117511.64,528228.3,219596.75,20196.56,0.092,141615.18,15586.88,2321442.67,3.107
CUST04205,84881.06,1956989.12,296133.12,737102.95,215784.53,11757.79,0.054,68579.63,22510.45,2990225.19,2.936
CUST04206,82537.56,2576425.34,125588.83,1522500.24,288337.96,119334.51,0.414,466621.32,8415.2,4224514.41,4.265
CUST04207,33822.3,661953.69,73228.55,235927.46,73587.18,26231.06,0.356,152598.78,8568.93,971109.7,2.393
CUST04208,43609.15,1430446.51,274603.83,697125.79,120269.14,26427.82,0.22,98229.4,21763.29,2402176.13,4.59
CUST04209,46623.82,756620.47,51598.01,434364.68,60903.58,16395.69,0.269,190115.11,2216.32,1242583.16,2.221
CUST04210,58895.9,1919205.6,165856.7,1204481.37,121141.48,61013.62,0.504,53217.37,17444.12,3289543.67,4.654
CUST04211,100203.43,1446412.65,113190.75,370815.35,336888.88,82625.85,0.245,46845.57,20481.32,1930418.75,1.605
CUST04212,35007.63,383838.88,51661.72,213327.5,126758.16,20658.0,0.163,221177.57,8124.92,648828.1,1.544
CUST04213,55983.42,1332213.7,98310.1,512992.58,117872.43,3984.74,0.034,46128.16,2207.82,1943516.38,2.893
CUST04214,51463.19,559589.17,59950.98,245917.92,148086.54,20491.55,0.138,145308.99,13462.97,865458.07,1.401
CUST04215,84495.85,985046.82,164360.1,497548.86,254193.57,69507.49,0.273,181397.16,4096.14,1646955.78,1.624
CUST04216,57998.29,2466443.36,406911.81,1287874.7,231871.27,53497.78,0.231,64581.68,7554.49,4161229.87,5.979
CUST04217,172466.56,6394213.84,601028.86,2945209.66,209942.47,84104.93,0.401,89425.35,42968.96,9940452.36,4.803
CUST04218,95515.14,1662679.29,141420.85,503984.98,164960.04,20917.13,0.127,82772.86,6798.41,2308085.12,2.014
CUST04219,85091.3,3645151.6,556042.54,1634189.67,355296.5,22370.59,0.063,118741.55,28368.43,5835383.81,5.715
CUST04220,148331.26,3107945.47,269465.79,1123496.4,295000.33,23824.13,0.081,129802.98,13804.03,4500907.66,2.529
CUST04221,37017.37,919567.16,177177.74,431629.53,79152.47,10585.72,0.134,98820.44,10811.88,1528374.43,3.441
CUST04222,30811.41,706401.16,42968.31,238559.62,135915.29,31599.57,0.232,82581.05,5562.85,987929.09,2.672
CUST04223,37741.89,821870.41,132933.39,424687.61,99796.77,5323.65,0.053,78978.48,15270.46,1379491.41,3.046
CUST04224,27309.53,747049.89,69987.54,461713.12,49619.98,7128.23,0.144,62658.87,11953.82,1278750.55,3.902
CUST04225,21055.99,333940.25,57285.79,216736.52,50844.23,15950.1,0.314,33231.8,5953.46,607962.56,2.406
CUST04226,124874.98,3062887.84,348440.7,1016230.96,392793.85,205772.54,0.524,760013.72,46063.02,4427559.5,2.955
CUST04227,151956.45,1698891.97,165164.87,651529.22,239775.14,18533.24,0.077,248646.11,38003.73,2515586.06,1.38
CUST04228,39385.01,982268.94,61464.19,452650.8,153476.15,49411.54,0.322,93530.35,6311.7,1496383.93,3.166
CUST04229,134934.44,2822973.71,137235.27,1026085.84,340990.98,116679.2,0.342,94507.41,53387.2,3986294.82,2.462
CUST04230,43453.21,862647.0,115581.57,335901.68,72999.62,33196.95,0.455,67563.67,33046.11,1314130.25,2.52
CUST04231,69739.81,1910330.41,358101.01,945893.0,296257.14,54047.08,0.182,237913.06,35737.57,3214324.42,3.841
CUST04232,61525.76,2235587.34,257947.36,1017874.84,139508.08,49091.78,0.352,178637.88,22576.42,3511409.54,4.756
CUST04233,76172.31,1277974.65,179251.87,670427.59,112916.39,14475.47,0.128,101869.54,5410.92,2127654.11,2.328
CUST04234,125991.98,2679547.73,424613.92,1102636.26,246192.12,42550.99,0.173,762903.52,25661.6,4206797.91,2.782
CUST04235,29087.45,1130364.42,57411.49,560550.81,94902.09,18771.14,0.198,64344.29,11058.63,1748326.72,5.009
CUST04236,60372.39,913494.75,151702.65,468237.08,95780.5,19187.32,0.2,136438.13,9952.82,1533434.48,2.117
CUST04237,243294.62,4551728.91,757920.35,1433302.66,672198.4,72227.92,0.107,173393.52,50208.24,6742951.92,2.31
CUST04238,25984.56,297952.23,43984.03,161341.25,54294.83,12117.18,0.223,714357.82,5617.02,503277.51,1.614
CUST04239,66290.35,1258274.07,131162.86,738919.78,94471.42,11858.85,0.126,208090.27,23934.34,2128356.71,2.676
CUST04240,74266.55,2225627.64,410388.54,1196503.0,104835.68,19895.53,0.19,128609.11,13408.8,3832519.18,4.3
CUST04241,124823.0,3130799.62,485967.62,1871893.74,265805.11,46980.34,0.177,265727.05,41932.85,5488660.98,3.664
CUST04242,162515.49,3823465.97,476707.11,1355549.59,453663.19,26147.64,0.058,364159.26,28267.41,5655722.67,2.9
CUST04243,73326.3,2423760.83,385292.54,1113833.84,260352.51,95713.56,0.368,198058.97,32332.7,3922887.21,4.458
CUST04244,179358.4,5815326.89,980679.95,3631721.97,313153.24,32185.32,0.103,301656.8,14274.2,10427728.81,4.845
CUST04245,72236.19,1775859.87,113478.23,503269.56,58421.28,3310.29,0.057,362296.18,13704.53,2392607.66,2.76
CUST04246,93055.44,1593048.1,300552.83,886427.94,118820.94,44522.17,0.375,158574.49,27631.41,2780028.87,2.49
CUST04247,85061.99,1975056.18,84680.41,,321281.53,38156.13,0.119,604076.15,16100.61,2796808.81,2.74
CUST04248,106007.56,2895140.25,399113.67,1394119.63,338152.23,64456.96,0.191,861415.72,41929.07,4688373.55,3.686
CUST04249,55658.18,1210777.16,81432.89,400362.14,92427.37,21007.01,0.227,100092.5,11702.63,1692572.19,2.534
CUST04250,60872.71,1379949.07,197714.42,896453.21,49618.88,12255.64,0.247,2364355.14,16532.29,2474116.7,3.387
CUST04251,32258.34,976289.52,108128.25,610505.88,93206.16,40709.75,0.437,125795.32,5804.63,1694923.65,4.379
CUST04252,47785.92,1017650.34,169081.0,560738.39,204005.73,14595.44,0.072,94078.68,26952.89,1747469.73,3.047
CUST04253,42388.29,965815.61,40194.47,523704.61,101258.35,45347.78,0.448,116694.86,5226.6,1529714.69,3.007
CUST04254,107435.09,1212915.03,236818.19,530191.93,87495.68,3647.36,0.042,173548.95,25430.86,1979925.15,1.536
CUST04255,96443.15,1918141.46,82520.43,1004944.04,153274.15,71034.21,0.463,674117.65,22401.79,3005605.93,2.597
CUST04256,73310.99,1550080.95,254285.75,414989.93,162186.44,28488.19,0.176,331061.91,4145.31,2219356.63,2.523
CUST04257,84369.18,1426159.31,266374.37,381196.99,290089.81,101319.19,0.349,292287.65,26662.04,2073730.67,2.048
CUST04258,81990.55,1446380.33,212231.53,679563.92,208589.47,66901.87,0.321,426474.79,38137.44,2338175.78,2.376
CUST04259,143682.82,3504442.85,169955.94,1374028.58,252782.4,98396.4,0.389,202936.33,28200.78,5048427.37,2.928
CUST04260,34867.14,602411.94,80868.68,201070.08,113390.69,21543.79,0.19,66325.17,4697.51,884350.7,2.114
CUST04261,82594.21,1934652.77,352062.28,1133560.61,171224.83,27646.1,0.161,160706.72,28449.33,3420275.66,3.451
