loan_id,customer_id,loan_type,loan_amount,loan_term_months,interest_rate,loan_start_date,collateral_type,collateral_value,monthly_loan_payment,loan_purpose
LOAN001693,CUST08262,Home Loan,3212441.5,243,9.83,2025-10-12,Property,5532103.57,30518.54,Home Purchase
LOAN001694,CUST06532,Home Loan,1458055.33,243,9.03,2022-05-10,Property,2059814.93,13088.95,Home Purchase
LOAN001695,CUST06859,Personal Loan,230666.33,30,14.18,2020-07-06,Unsecured,0.0,9176.96,Personal Expense
LOAN001696,CUST09810,Personal Loan,701817.06,25,12.17,2023-01-18,Unsecured,0.0,31923.06,Personal Expense
LOAN001697,CUST06317,Home Loan,3377382.81,242,7.14,2022-08-13,Property,4349892.5,26370.73,Home Purchase
LOAN001698,CUST07641,Home Loan,2011983.3,229,9.53,2023-07-29,Property,3752921.35,19099.69,Home Purchase
LOAN001699,CUST04845,Home Loan,2868473.66,228,9.41,2019-12-03,Property,4778196.58,27051.27,Home Purchase
LOAN001700,CUST02523,Personal Loan,74066.96,44,13.91,2020-01-16,Unsecured,0.0,2158.48,Personal Expense
LOAN001701,CUST14806,Auto Loan,617073.19,72,9.91,2022-12-27,Vehicle,1229362.63,11403.81,Vehicle Purchase
LOAN001702,CUST05592,Business Loan,899500.02,92,11.49,2018-08-12,Property,953949.09,14751.59,Business Expansion
LOAN001703,CUST07683,Home Loan,3596182.83,249,9.26,2024-05-11,Property,4555151.18,32551.13,Home Purchase
LOAN001704,CUST03281,Business Loan,1447347.2,73,13.45,2020-09-16,Business Asset,2590977.48,29136.76,Business Expansion
LOAN001705,CUST02948,Business Loan,1659188.68,82,11.95,2019-01-25,Business Asset,3269399.03,29702.64,Business Expansion
LOAN001706,CUST10262,Auto Loan,326363.45,64,10.19,2024-12-08,Vehicle,644886.54,6631.11,Vehicle Purchase
LOAN001707,CUST07789,Personal Loan,674285.43,33,15.35,2025-01-18,Unsecured,0.0,25176.52,Personal Expense
LOAN001708,CUST14091,Auto Loan,470903.14,61,12.36,2020-01-31,Vehicle,871525.54,10435.59,Vehicle Purchase
LOAN001709,CUST04104,Business Loan,1567158.42,88,13.65,2025-06-09,Property,1867913.51,28277.7,Business Expansion
LOAN001710,CUST10144,Home Loan,2208875.64,229,10.51,2018-01-15,Property,3213341.83,22384.86,Home Purchase
LOAN001711,CUST08039,Education Loan,866620.91,74,11.24,2018-05-20,Unsecured,0.0,16287.55,Higher Education
LOAN001712,CUST12767,Auto Loan,1208651.46,71,8.35,2018-05-01,Vehicle,1704861.24,21631.18,Vehicle Purchase
LOAN001713,CUST04974,Business Loan,2811880.19,88,12.15,2025-08-04,Property,4565388.7,48426.06,Business Expansion
LOAN001714,CUST03039,Personal Loan,1172732.77,31,15.67,2021-01-04,Unsecured,0.0,46245.4,Personal Expense
LOAN001715,CUST09074,Home Loan,3276962.94,228,9.66,2022-02-16,Property,6064138.95,31431.41,Home Purchase
LOAN001716,CUST14848,Home Loan,2070983.25,239,8.42,2022-01-29,Property,2902341.93,17896.58,Home Purchase
LOAN001717,CUST12026,Home Loan,7160388.39,229,7.19,2023-12-07,Property,11326335.99,57557.82,Home Purchase
LOAN001718,CUST08907,Personal Loan,284165.63,33,13.7,2021-06-20,Unsecured,0.0,10383.3,Personal Expense
LOAN001719,CUST01442,Home Loan,4411800.38,245,8.6,2024-11-06,Property,4745097.05,39519.86,Home Purchase
LOAN001720,CUST11420,Home Loan,1855455.68,241,7.84,2022-07-18,Property,2857799.62,15309.19,Home Purchase
LOAN001721,CUST01628,Home Loan,3338695.37,236,7.79,2024-07-03,Property,4933834.82,27686.28,Home Purchase
LOAN001722,CUST06690,Auto Loan,148943.75,67,11.39,2025-05-18,Vehicle,279891.34,3014.51,Vehicle Purchase
LOAN001723,CUST04320,Auto Loan,406143.05,64,12.21,2024-08-26,Vehicle,548600.73,8666.05,Vehicle Purchase
LOAN001724,CUST03784,Home Loan,5556054.78,233,8.06,2019-07-22,Property,9823440.22,47249.46,Home Purchase
LOAN001725,CUST09650,Home Loan,2429815.76,247,7.37,2021-03-30,Property,3228153.52,19141.8,Home Purchase
LOAN001726,CUST10044,Home Loan,3324642.03,243,8.22,2020-11-10,Property,5883604.07,28128.06,Home Purchase
LOAN001727,CUST06918,Auto Loan,1234227.98,59,9.53,2020-07-08,Vehicle,2026510.08,26282.83,Vehicle Purchase
LOAN001728,CUST08399,Auto Loan,229401.44,72,8.84,2022-10-13,Vehicle,338549.85,4116.89,Vehicle Purchase
LOAN001729,CUST14427,Personal Loan,569175.9,25,13.43,2018-08-02,Unsecured,0.0,26226.72,Personal Expense
LOAN001730,CUST10231,Personal Loan,434683.95,48,13.53,2024-03-25,Fixed Deposit,491763.23,11776.15,Personal Expense
LOAN001731,CUST04581,Home Loan,1505449.6,247,6.98,2019-04-24,Property,2416993.08,11502.27,Home Purchase
LOAN001732,CUST04740,Home Loan,1605729.92,250,7.87,2020-11-05,Property,2856272.94,13083.54,Home Purchase
LOAN001733,CUST05968,Home Loan,2088333.83,250,9.49,2019-06-17,Property,3020905.15,19193.8,Home Purchase
LOAN001734,CUST02046,Home Loan,1784104.2,244,8.2,2020-05-29,Property,3375710.8,15047.8,Home Purchase
LOAN001735,CUST02525,Home Loan,5333682.61,246,7.6,2018-05-12,Property,5921111.69,42845.92,Home Purchase
LOAN001736,CUST10766,Home Loan,1437775.01,244,6.79,2024-07-28,Property,1899524.87,10882.03,Home Purchase
LOAN001737,CUST05244,Education Loan,760280.5,84,11.77,2022-04-18,Unsecured,0.0,13327.69,Higher Education
LOAN001738,CUST09917,Personal Loan,1037892.8,26,15.57,2025-10-27,Unsecured,0.0,47286.15,Personal Expense
LOAN001739,CUST06652,Education Loan,1689353.75,68,9.71,2019-03-22,Unsecured,0.0,32399.83,Higher Education
LOAN001740,CUST00963,Personal Loan,370925.91,24,13.2,2020-12-23,Fixed Deposit,635230.29,17669.36,Personal Expense
LOAN001741,CUST09064,Business Loan,3888335.7,79,15.35,2024-08-31,Business Asset,5271245.72,78496.4,Business Expansion
LOAN001742,CUST02828,Personal Loan,295427.38,33,14.98,2021-08-27,Unsecured,0.0,10977.54,Personal Expense
LOAN001743,CUST09711,Business Loan,1796901.9,93,14.2,2023-06-29,Unsecured,0.0,31968.27,Business Expansion
LOAN001744,CUST14539,Education Loan,490038.45,72,12.1,2021-11-12,Fixed Deposit,629824.57,9605.85,Higher Education
LOAN001745,CUST14774,Home Loan,2644131.38,230,8.18,2018-02-19,Property,5043816.67,22804.09,Home Purchase
LOAN001746,CUST13813,Home Loan,1404995.77,236,6.5,2025-06-05,Property,2210853.14,10562.12,Home Purchase
LOAN001747,CUST08235,Personal Loan,344590.37,32,13.81,2020-03-23,Unsecured,0.0,12933.86,Personal Expense
LOAN001748,CUST01960,Auto Loan,446666.24,58,9.66,2018-02-17,Vehicle,533007.27,9668.77,Vehicle Purchase
LOAN001749,CUST03836,Home Loan,1839317.9,240,8.35,2019-01-01,Property,3240673.2,15787.84,Home Purchase
LOAN001750,CUST08835,Auto Loan,933673.08,51,9.01,2025-06-03,Vehicle,1041033.27,22103.45,Vehicle Purchase
LOAN001751,CUST05994,Education Loan,151036.61,82,12.39,2021-09-29,Unsecured,0.0,2739.32,Higher Education
LOAN001752,CUST11149,Auto Loan,655166.0,72,9.58,2023-08-23,Vehicle,990012.65,11999.2,Vehicle Purchase
LOAN001753,CUST05380,Business Loan,4205094.11,88,12.82,2019-01-19,Business Asset,5549934.23,73953.1,Business Expansion
LOAN001754,CUST07215,Business Loan,3606059.56,74,13.58,2023-12-24,Property,4428684.82,72209.72,Business Expansion
LOAN001755,CUST01317,Home Loan,5874458.02,248,8.42,2025-03-13,Property,7293432.46,50057.62,Home Purchase
LOAN001756,CUST00014,Business Loan,16337028.12,89,13.41,2019-04-19,Business Asset,30660150.95,290676.66,Business Expansion
LOAN001757,CUST06387,Personal Loan,501903.9,27,15.2,2024-11-09,Fixed Deposit,609741.59,22064.95,Personal Expense
LOAN001758,CUST01717,Auto Loan,582999.9,57,7.83,2022-06-28,Vehicle,1105422.28,12280.69,Vehicle Purchase
LOAN001759,CUST05892,Auto Loan,476213.91,72,10.82,2023-03-19,Vehicle,619331.9,9020.45,Vehicle Purchase
LOAN001760,CUST01108,Personal Loan,152355.3,29,14.27,2023-12-11,Unsecured,0.0,6242.34,Personal Expense
LOAN001761,CUST02125,Education Loan,182990.34,70,11.14,2020-04-05,Unsecured,0.0,3566.58,Higher Education
LOAN001762,CUST12434,Auto Loan,790018.54,54,9.85,2018-02-16,Vehicle,1093604.49,18170.08,Vehicle Purchase
LOAN001763,CUST00983,Home Loan,2968837.41,234,9.8,2025-10-27,Property,3437913.71,28493.45,Home Purchase
LOAN001764,CUST14491,Home Loan,4847698.96,232,10.65,2018-03-18,Property,8231377.59,49380.9,Home Purchase
LOAN001765,CUST04353,Auto Loan,957450.78,49,10.9,2022-11-24,Vehicle,1049447.76,24296.91,Vehicle Purchase
LOAN001766,CUST08222,Business Loan,619882.57,84,13.59,2018-04-11,Business Asset,1148259.4,11476.66,Business Expansion
LOAN001767,CUST09873,Home Loan,1732108.15,242,7.98,2023-08-18,Property,2958897.84,14417.9,Home Purchase
LOAN001768,CUST00880,Home Loan,2457436.98,252,8.6,2018-06-14,Property,3442687.23,21101.17,Home Purchase
LOAN001769,CUST10783,Auto Loan,459739.47,56,11.69,2023-03-14,Vehicle,633576.1,10690.5,Vehicle Purchase
LOAN001770,CUST10930,Personal Loan,1033225.53,32,14.52,2019-05-03,Unsecured,0.0,39134.26,Personal Expense
LOAN001771,CUST01831,Home Loan,7866337.69,238,8.85,2018-08-27,Property,12636311.75,70233.54,Home Purchase
LOAN001772,CUST00360,Home Loan,6367607.1,249,8.55,2024-10-18,Property,9674808.23,54707.97,Home Purchase
LOAN001773,CUST01718,Home Loan,2650314.13,246,8.29,2024-10-28,Property,3003894.94,22433.83,Home Purchase
LOAN001774,CUST08381,Home Loan,4812349.41,250,7.2,2019-03-27,Property,6694524.31,37215.24,Home Purchase
LOAN001775,CUST13902,Personal Loan,219913.31,27,15.89,2022-10-20,Unsecured,0.0,9740.76,Personal Expense
LOAN001776,CUST01528,Auto Loan,1344058.93,72,10.37,2019-11-20,Vehicle,1757025.32,25151.33,Vehicle Purchase
LOAN001777,CUST10357,Education Loan,291883.86,64,10.51,2023-09-03,Unsecured,0.0,5977.12,Higher Education
LOAN001778,CUST14745,Personal Loan,497081.49,48,14.67,2022-03-05,Unsecured,0.0,13751.14,Personal Expense
LOAN001779,CUST11597,Home Loan,1913682.47,239,7.1,2022-12-07,Property,2395339.43,14980.26,Home Purchase
LOAN001780,CUST11843,Home Loan,2245812.13,237,9.09,2019-12-11,Property,3055253.87,20427.73,Home Purchase
LOAN001781,CUST10840,Home Loan,10520788.53,241,9.07,2024-07-06,Property,14145786.8,94992.51,Home Purchase
LOAN001782,CUST10830,Business Loan,1123430.18,79,12.26,2018-06-26,Property,1341322.12,20791.95,Business Expansion
LOAN001783,CUST10712,Home Loan,4470565.79,236,8.68,2019-05-15,Property,8298898.51,39556.81,Home Purchase
LOAN001784,CUST04269,Business Loan,5104743.57,88,13.17,2020-01-04,Business Asset,9970391.13,90755.47,Business Expansion
LOAN001785,CUST12562,Personal Loan,166052.23,31,14.01,2025-01-20,Unsecured,0.0,6415.07,Personal Expense
LOAN001786,CUST11948,Auto Loan,886764.07,69,8.52,2021-01-12,Vehicle,1527617.18,16300.35,Vehicle Purchase
LOAN001787,CUST13575,Personal Loan,673989.92,40,12.71,2025-03-24,Unsecured,0.0,20758.13,Personal Expense
LOAN001788,CUST10136,Home Loan,2042059.03,234,8.65,2018-10-03,Property,2296311.05,18088.76,Home Purchase
LOAN001789,CUST01474,Home Loan,3922723.23,251,9.13,2020-10-06,Property,6211982.62,35079.23,Home Purchase
LOAN001790,CUST14149,Home Loan,9154131.02,246,7.01,2019-12-02,Property,13545769.86,70235.12,Home Purchase
LOAN001791,CUST06005,Education Loan,589941.95,82,10.75,2024-09-24,Unsecured,0.0,10188.28,Higher Education
LOAN001792,CUST01309,Home Loan,3757348.77,247,8.2,2024-06-03,Property,4869826.27,31541.43,Home Purchase
LOAN001793,CUST11719,Home Loan,3575499.13,246,7.4,2021-08-26,Property,5975561.55,28282.09,Home Purchase
LOAN001794,CUST11808,Home Loan,2433632.79,244,8.6,2024-01-19,Property,4387333.56,21143.07,Home Purchase
LOAN001795,CUST10818,Home Loan,2986369.08,245,9.52,2018-03-02,Property,5424067.4,27686.47,Home Purchase
LOAN001796,CUST11516,Auto Loan,503633.17,51,8.57,2019-08-14,Vehicle,924108.17,11817.31,Vehicle Purchase
LOAN001797,CUST10866,Auto Loan,182010.24,72,9.29,2018-09-01,Vehicle,309945.14,3307.09,Vehicle Purchase
LOAN001798,CUST12650,Personal Loan,93154.0,36,9.48,2020-06-26,Unsecured,0.0,2983.13,Personal Expense
LOAN001799,CUST12243,Home Loan,3312919.89,238,8.95,2020-07-15,Property,5538569.76,29790.86,Home Purchase
LOAN001800,CUST00220,Auto Loan,528378.12,71,10.01,2022-12-19,Vehicle,702663.95,9892.1,Vehicle Purchase
LOAN001801,CUST11373,Home Loan,7044299.74,235,8.46,2024-07-24,Property,12477783.31,61453.37,Home Purchase
LOAN001802,CUST02115,Education Loan,302897.42,64,9.66,2023-12-31,Fixed Deposit,330914.97,6074.77,Higher Education
LOAN001803,CUST08612,Business Loan,1407295.76,94,12.49,2020-11-06,Property,2056689.81,23542.54,Business Expansion
LOAN001804,CUST00879,Home Loan,2122496.34,230,7.25,2023-10-01,Property,2597640.3,17102.97,Home Purchase
LOAN001805,CUST11588,Personal Loan,193422.75,48,14.13,2019-05-17,Unsecured,0.0,5298.18,Personal Expense
LOAN001806,CUST07682,Auto Loan,1748595.95,53,9.38,2020-05-24,Vehicle,3415904.97,40423.96,Vehicle Purchase
LOAN001807,CUST00894,Personal Loan,381311.83,25,13.69,2022-03-02,Unsecured,0.0,17617.05,Personal Expense
LOAN001808,CUST14383,Auto Loan,1595096.79,55,10.64,2024-07-19,Vehicle,2367446.06,36771.74,Vehicle Purchase
LOAN001809,CUST11473,Personal Loan,190016.18,26,13.94,2024-03-28,Fixed Deposit,306214.46,8509.51,Personal Expense
LOAN001810,CUST02495,Business Loan,1382584.1,89,10.68,2021-10-03,Business Asset,1618092.73,22556.56,Business Expansion
LOAN001811,CUST14332,Home Loan,8553973.28,230,10.43,2025-11-09,Property,13245977.63,86114.5,Home Purchase
LOAN001812,CUST11830,Auto Loan,178898.0,53,7.47,2023-07-31,Vehicle,339009.65,3973.22,Vehicle Purchase
LOAN001813,CUST01218,Personal Loan,400329.71,35,13.81,2025-05-16,Fixed Deposit,553169.88,13960.6,Personal Expense
LOAN001814,CUST11802,Home Loan,1374798.03,243,8.45,2021-01-17,Property,1941994.02,11831.17,Home Purchase
LOAN001815,CUST13273,Education Loan,322241.77,64,9.65,2022-05-23,Unsecured,0.0,6461.14,Higher Education
LOAN001816,CUST08214,Home Loan,1917413.57,230,10.33,2023-12-11,Property,2668567.44,19176.12,Home Purchase
LOAN001817,CUST14577,Home Loan,9588666.15,240,9.44,2022-03-20,Property,11801906.38,89003.59,Home Purchase
LOAN001818,CUST01708,Personal Loan,200855.85,36,13.81,2022-11-25,Unsecured,0.0,6846.26,Personal Expense
LOAN001819,CUST07398,Home Loan,1329981.82,236,7.1,2020-12-06,Property,2629574.32,10471.46,Home Purchase
LOAN001820,CUST12214,Home Loan,1573969.78,243,7.91,2022-10-16,Property,2392551.97,13011.15,Home Purchase
LOAN001821,CUST00201,Business Loan,1689999.19,85,13.09,2018-02-25,Unsecured,0.0,30605.16,Business Expansion
LOAN001822,CUST08339,Home Loan,1257547.83,232,9.05,2018-02-14,Property,2201853.05,11495.44,Home Purchase
LOAN001823,CUST12027,Home Loan,3352881.89,241,8.58,2024-02-17,Property,4652978.01,29221.27,Home Purchase
LOAN001824,CUST02103,Home Loan,1893476.24,246,8.47,2020-06-23,Property,3640493.16,16243.84,Home Purchase
LOAN001825,CUST06288,Auto Loan,611457.38,64,11.7,2023-08-21,Vehicle,667075.56,12887.92,Vehicle Purchase
LOAN001826,CUST09653,Home Loan,949078.03,245,9.67,2023-12-15,Property,1791771.01,8892.62,Home Purchase
LOAN001827,CUST04803,Auto Loan,271821.02,55,9.83,2019-10-27,Vehicle,379265.96,6158.73,Vehicle Purchase
LOAN001828,CUST01274,Home Loan,3346311.49,237,9.18,2018-08-09,Property,5302066.36,30631.61,Home Purchase
LOAN001829,CUST06328,Auto Loan,255693.6,61,10.46,2020-04-24,Vehicle,410350.03,5422.21,Vehicle Purchase
LOAN001830,CUST01458,Personal Loan,217258.71,35,14.13,2021-02-01,Unsecured,0.0,7610.08,Personal Expense
LOAN001831,CUST01104,Business Loan,1196003.72,90,12.28,2025-06-18,Business Asset,2227666.2,20398.12,Business Expansion
LOAN001832,CUST01353,Personal Loan,506712.11,29,13.72,2021-03-30,Unsecured,0.0,20628.11,Personal Expense
LOAN001833,CUST03530,Personal Loan,469465.75,34,13.25,2020-04-10,Unsecured,0.0,16636.66,Personal Expense
LOAN001834,CUST07471,Personal Loan,157492.62,46,14.69,2021-11-09,Unsecured,0.0,4498.11,Personal Expense
LOAN001835,CUST13080,Education Loan,307389.27,72,10.78,2019-11-03,Unsecured,0.0,5816.29,Higher Education
LOAN001836,CUST01660,Personal Loan,539921.23,41,15.95,2023-05-09,Unsecured,0.0,17166.55,Personal Expense
LOAN001837,CUST11685,Business Loan,1227217.83,73,11.43,2018-09-29,Property,1911419.23,23404.56,Business Expansion
LOAN001838,CUST13983,Home Loan,4407529.03,229,9.0,2021-08-27,Property,8195213.5,40345.66,Home Purchase
LOAN001839,CUST05872,Personal Loan,217794.48,42,14.72,2020-06-24,Unsecured,0.0,6666.64,Personal Expense
LOAN001840,CUST05603,Home Loan,2901248.0,234,8.3,2019-02-05,Property,4366646.25,25061.88,Home Purchase
LOAN001841,CUST13166,Business Loan,2439318.45,90,13.2,2021-01-17,Property,3783143.34,42835.41,Business Expansion
LOAN001842,CUST11729,Auto Loan,1373766.71,70,9.2,2020-04-20,Vehicle,1844174.7,25433.49,Vehicle Purchase
LOAN001843,CUST02964,Business Loan,2985535.04,73,10.92,2018-04-01,Business Asset,4873879.51,56154.12,Business Expansion
LOAN001844,CUST05376,Home Loan,5967459.84,238,9.55,2021-10-19,Property,7829594.99,55976.41,Home Purchase
LOAN001845,CUST05720,Personal Loan,107396.37,35,13.98,2023-09-06,Unsecured,0.0,3754.04,Personal Expense
LOAN001846,CUST11558,Home Loan,5553457.54,234,10.21,2019-01-14,Property,8441469.98,54797.4,Home Purchase
LOAN001847,CUST04690,Home Loan,2130824.29,234,7.39,2023-06-01,Property,3498187.65,17214.74,Home Purchase
LOAN001848,CUST14839,Personal Loan,1921802.34,37,15.1,2021-12-23,Unsecured,0.0,65287.15,Personal Expense
LOAN001849,CUST12689,Business Loan,4234603.83,87,12.4,2023-06-16,Business Asset,8237617.3,74022.12,Business Expansion
LOAN001850,CUST05217,Home Loan,5282649.41,233,9.36,2023-12-28,Property,8225214.28,49264.13,Home Purchase
LOAN001851,CUST02932,Personal Loan,345861.41,35,13.5,2022-01-26,Unsecured,0.0,12009.34,Personal Expense
LOAN001852,CUST03499,Auto Loan,601785.33,56,9.14,2024-07-19,Vehicle,725475.63,13240.66,Vehicle Purchase
LOAN001853,CUST07839,Home Loan,3260283.41,251,7.49,2025-05-17,Property,4542305.41,25751.18,Home Purchase
LOAN001854,CUST08394,Personal Loan,222507.94,46,13.48,2024-06-28,Unsecured,0.0,6220.56,Personal Expense
LOAN001855,CUST13893,Business Loan,1281335.3,82,10.66,2022-11-28,Business Asset,1632196.55,22068.55,Business Expansion
LOAN001856,CUST09092,Auto Loan,427217.31,64,9.6,2020-10-22,Vehicle,754303.32,8555.42,Vehicle Purchase
LOAN001857,CUST03669,Personal Loan,290120.27,35,13.23,2024-08-31,Unsecured,0.0,10036.09,Personal Expense
LOAN001858,CUST00107,Personal Loan,137480.16,34,12.08,2019-07-22,Unsecured,0.0,4795.04,Personal Expense
LOAN001859,CUST07802,Personal Loan,286451.01,44,12.82,2018-01-14,Unsecured,0.0,8193.9,Personal Expense
LOAN001860,CUST03743,Personal Loan,1136575.07,34,13.06,2024-05-28,Unsecured,0.0,40173.64,Personal Expense
LOAN001861,CUST08581,Home Loan,3914796.6,228,10.71,2020-04-20,Property,5801439.15,40247.32,Home Purchase
LOAN001862,CUST04533,Home Loan,6917892.94,239,10.32,2018-07-01,Property,7546097.01,68318.73,Home Purchase
LOAN001863,CUST04439,Personal Loan,253400.08,28,13.87,2018-05-31,Unsecured,0.0,10645.05,Personal Expense
LOAN001864,CUST06774,Education Loan,228198.51,68,12.74,2020-09-08,Unsecured,0.0,4728.75,Higher Education
LOAN001865,CUST10111,Home Loan,9165211.89,241,7.91,2018-09-29,Property,11310569.42,76019.28,Home Purchase
LOAN001866,CUST05226,Home Loan,3387817.85,248,9.22,2022-04-28,Property,5350099.9,30617.47,Home Purchase
LOAN001867,CUST06351,Business Loan,1471606.41,77,11.42,2024-01-11,Unsecured,0.0,27048.67,Business Expansion
LOAN001868,CUST06455,Personal Loan,1042387.45,32,15.9,2019-07-10,Unsecured,0.0,40179.14,Personal Expense
LOAN001869,CUST12363,Home Loan,3579907.62,237,10.09,2020-12-14,Property,7086976.97,34898.04,Home Purchase
LOAN001870,CUST02634,Personal Loan,270814.42,32,13.58,2018-02-16,Unsecured,0.0,10134.87,Personal Expense
LOAN001871,CUST01294,Home Loan,4310647.25,245,10.63,2019-12-31,Property,7361077.71,43158.78,Home Purchase
LOAN001872,CUST03435,Personal Loan,434523.5,48,13.55,2019-08-28,Unsecured,0.0,11776.14,Personal Expense
LOAN001873,CUST14261,Auto Loan,255968.46,67,8.54,2020-10-04,Vehicle,332612.69,4816.68,Vehicle Purchase
LOAN001874,CUST06048,Personal Loan,301561.56,25,14.77,2024-06-01,Fixed Deposit,478545.72,14086.85,Personal Expense
LOAN001875,CUST08372,Home Loan,1000827.83,233,6.5,2024-06-09,Property,1994186.88,7571.75,Home Purchase
LOAN001876,CUST03208,Home Loan,1862229.77,245,6.98,2022-10-26,Property,3615065.9,14280.46,Home Purchase
LOAN001877,CUST14101,Home Loan,3726516.79,240,8.09,2022-03-16,Property,6359715.01,31379.13,Home Purchase
LOAN001878,CUST10409,Auto Loan,1389468.9,68,12.28,2023-12-04,Vehicle,2140098.83,28461.06,Vehicle Purchase
LOAN001879,CUST01348,Auto Loan,371931.21,69,8.88,2021-02-11,Vehicle,712721.08,6902.55,Vehicle Purchase
LOAN001880,CUST02593,Home Loan,4641511.32,251,6.5,2020-05-19,Property,5881954.14,33870.28,Home Purchase
LOAN001881,CUST07777,Auto Loan,215969.27,59,9.41,2025-11-30,Vehicle,424633.12,4586.42,Vehicle Purchase
LOAN001882,CUST14154,Personal Loan,86522.43,40,13.58,2019-02-10,Unsecured,0.0,2701.45,Personal Expense
LOAN001883,CUST05879,Home Loan,2277330.29,248,11.22,2019-04-24,Property,3204105.77,23644.67,Home Purchase
LOAN001884,CUST14505,Home Loan,4896454.4,251,9.23,2025-11-30,Property,5418157.44,44107.58,Home Purchase
LOAN001885,CUST06588,Home Loan,3217196.38,249,8.94,2020-01-27,Property,4467586.94,28449.63,Home Purchase
LOAN001886,CUST01604,Business Loan,1961488.19,96,13.15,2025-08-26,Property,2309610.22,33132.03,Business Expansion
LOAN001887,CUST06405,Business Loan,2155875.29,92,12.0,2021-11-30,Business Asset,3339856.98,35951.88,Business Expansion
LOAN001888,CUST14570,Home Loan,5742058.71,238,9.64,2021-04-12,Property,10940642.83,54199.71,Home Purchase
LOAN001889,CUST09872,Business Loan,5835137.18,91,14.71,2018-09-12,Property,7034353.38,106756.42,Business Expansion
LOAN001890,CUST04497,Personal Loan,189281.75,24,14.05,2019-01-04,Unsecured,0.0,9092.43,Personal Expense
LOAN001891,CUST04661,Business Loan,2831823.64,87,13.07,2019-10-26,Unsecured,0.0,50535.52,Business Expansion
LOAN001892,CUST11783,Auto Loan,596428.8,72,12.01,2019-03-23,Vehicle,677749.59,11663.4,Vehicle Purchase
LOAN001893,CUST13724,Business Loan,2011609.01,74,11.98,2023-05-17,Unsecured,0.0,38579.95,Business Expansion
LOAN001894,CUST13609,Auto Loan,696222.89,67,9.65,2022-08-04,Vehicle,1192209.52,13481.69,Vehicle Purchase
LOAN001895,CUST12780,Home Loan,3381262.52,231,8.3,2020-06-05,Property,4756050.29,29361.09,Home Purchase
LOAN001896,CUST11037,Auto Loan,844254.06,68,10.42,2025-07-28,Vehicle,1598793.98,16491.91,Vehicle Purchase
LOAN001897,CUST10419,Personal Loan,172963.59,37,15.08,2025-07-03,Unsecured,0.0,5874.19,Personal Expense
LOAN001898,CUST00585,Home Loan,3007023.79,243,8.81,2021-07-04,Property,4033273.63,26568.15,Home Purchase
LOAN001899,CUST00817,Home Loan,4498720.23,228,10.79,2018-07-27,Property,6800183.54,46490.41,Home Purchase
LOAN001900,CUST08618,Personal Loan,322128.24,35,15.99,2023-05-18,Unsecured,0.0,11576.16,Personal Expense
LOAN001901,CUST08302,Education Loan,607028.71,76,11.77,2023-01-20,Fixed Deposit,699162.25,11368.02,Higher Education
LOAN001902,CUST12302,Personal Loan,401305.77,24,14.72,2023-09-17,Unsecured,0.0,19404.63,Personal Expense
LOAN001903,CUST10117,Personal Loan,352555.22,28,15.46,2021-07-13,Unsecured,0.0,15078.62,Personal Expense
LOAN001904,CUST09173,Home Loan,1097459.36,237,9.0,2021-08-16,Property,1684329.97,9919.02,Home Purchase
LOAN001905,CUST00681,Business Loan,1222624.8,90,11.92,2022-09-24,Business Asset,2250412.09,20613.11,Business Expansion
LOAN001906,CUST01218,Home Loan,3058895.3,236,9.08,2018-09-10,Property,4826383.76,27846.22,Home Purchase
LOAN001907,CUST03001,Business Loan,695758.7,76,11.25,2025-01-08,Business Asset,897925.52,12841.23,Business Expansion
LOAN001908,CUST10580,Home Loan,5909819.14,244,8.91,2022-05-25,Property,9270799.91,52518.26,Home Purchase
LOAN001909,CUST14152,Education Loan,153234.91,78,10.75,2019-08-22,Unsecured,0.0,2738.64,Higher Education
LOAN001910,CUST11183,Home Loan,4069485.71,240,9.34,2025-03-26,Property,8088568.31,37508.77,Home Purchase
LOAN001911,CUST02566,Personal Loan,197858.43,31,13.1,2021-05-15,Unsecured,0.0,7557.75,Personal Expense
LOAN001912,CUST04724,Business Loan,1146615.81,74,12.64,2022-08-31,Business Asset,1507934.62,22387.82,Business Expansion
LOAN001913,CUST01371,Home Loan,3556640.86,243,8.98,2019-06-27,Property,4813972.96,31813.14,Home Purchase
LOAN001914,CUST01892,Business Loan,2408113.95,74,12.55,2022-06-08,Property,3478962.58,46904.46,Business Expansion
LOAN001915,CUST06567,Business Loan,3233398.61,92,12.03,2020-01-24,Property,4411730.73,53973.75,Business Expansion
LOAN001916,CUST12283,Business Loan,6436490.5,90,13.95,2024-04-19,Business Asset,9557047.93,115715.62,Business Expansion
LOAN001917,CUST08822,Personal Loan,186799.7,47,13.43,2023-12-11,Unsecured,0.0,5132.68,Personal Expense
LOAN001918,CUST09926,Home Loan,2851569.88,231,10.15,2024-10-20,Property,3233673.39,28140.63,Home Purchase
LOAN001919,CUST03958,Personal Loan,190733.32,46,14.55,2021-11-03,Unsecured,0.0,5434.08,Personal Expense
LOAN001920,CUST13138,Personal Loan,249985.82,44,13.48,2021-12-12,Unsecured,0.0,7231.99,Personal Expense
LOAN001921,CUST02928,Business Loan,3997401.42,75,11.62,2018-11-16,Property,7587768.51,75221.74,Business Expansion
LOAN001922,CUST11074,Home Loan,3868695.29,249,8.01,2019-10-12,Property,5727570.01,31912.26,Home Purchase
